,0,1,2,3,4,5,6,7,8,9,10
64,1428.6301,1380.4214,1401.1064,1394.9241,1361.427,1362.0344,1389.1068,1310.312,1363.3606,1370.2598,1376.15826
65,1369.8557,1342.912,1357.8777,1350.7556,1332.0062,1349.2161,1345.8132,1305.3588,1321.722,1351.2007,1342.6717999999998
66,1293.5914,1280.9141,1301.117,1270.0286,1270.4563,1279.346,1274.7029,1233.0455,1270.7289,1262.7606,1273.6691299999998
67,1198.2804,1181.6848,1189.7649,1174.2012,1181.156,1193.0774,1195.7365,1160.3071,1181.9537,1166.5779,1182.2739900000001
68,1111.427,1088.4926,1072.5732,1084.052,1091.7556,1092.9016,1105.758,1052.3131,1077.936,1086.3451,1086.3554199999999
69,1028.1057,1009.91,1020.67566,1025.6282,1028.165,1019.0784,1025.734,991.7456,981.4988,1017.78546,1014.8326819999999
70,980.0134,982.42786,963.87634,986.4987,982.79724,980.2674,986.7392,948.40894,968.6583,963.3699,974.3057279999999
71,938.02136,960.5717,960.81726,962.52783,957.189,937.97064,967.33185,895.1606,907.84766,939.36804,942.6805939999998
72,998.97375,1001.7844,988.7621,975.7076,988.2556,957.70874,991.9453,941.3981,1003.3489,991.4617,983.934619
73,1032.4915,1032.7263,1022.38696,994.0459,1000.65094,1005.4962,1012.2272,987.3698,1022.9603,1024.5007,1013.4855800000001
74,1118.2484,1114.7379,1068.1888,1072.2385,1076.6603,1087.4185,1087.7227,1048.9465,1077.1602,1102.8314,1085.41532
75,1204.9019,1187.9385,1167.6069,1166.4835,1167.1235,1183.8185,1172.7997,1124.7234,1192.8809,1175.3046,1174.3581399999998
76,1295.8928,1260.532,1262.6818,1240.426,1233.8204,1254.7507,1264.6865,1200.5398,1263.3921,1263.0996,1253.9821699999998
77,1319.259,1273.6028,1295.9783,1288.439,1306.1704,1286.3296,1295.219,1272.2219,1291.0173,1314.0762,1294.2313499999998
78,1328.858,1294.4434,1300.6616,1298.2463,1296.3645,1287.0756,1314.5035,1274.0399,1269.1825,1290.9724,1295.43477
79,1316.1455,1279.5347,1280.3702,1274.8846,1304.5986,1252.8835,1287.9893,1283.5488,1261.0432,1280.3035,1282.13019
80,1294.6765,1277.0251,1248.7893,1256.8091,1281.3809,1246.1956,1282.2758,1276.9829,1250.4344,1261.2205,1267.57901
81,1289.9902,1265.6343,1242.801,1244.7976,1264.017,1222.0935,1267.1904,1219.7418,1244.7555,1241.3992,1250.24205
82,1264.161,1238.3799,1224.3617,1253.9714,1250.0505,1200.4386,1257.6765,1233.9415,1239.7026,1236.7183,1239.9402
83,1250.4071,1238.4734,1238.9526,1252.8488,1255.2878,1224.4182,1270.3618,1222.8988,1261.8877,1245.0962,1246.06324
84,1292.8832,1279.0056,1254.6904,1278.8254,1258.2305,1254.7535,1292.8514,1245.665,1274.7098,1289.8347,1272.1449499999999
85,1341.6284,1338.9673,1283.2468,1310.9471,1323.2986,1283.5728,1343.0316,1299.2203,1352.8462,1303.8416,1318.06007
86,1396.7507,1344.8964,1351.3806,1351.0105,1348.1161,1324.2988,1370.9418,1290.1362,1404.4221,1317.6946,1349.96478
87,1419.1733,1365.1332,1375.0776,1369.6992,1357.1724,1342.3572,1394.2747,1317.7573,1386.4824,1358.4539,1368.5581200000001
88,1377.2224,1352.1211,1345.9836,1359.061,1335.3053,1328.1965,1354.3207,1290.0613,1348.9468,1334.9954,1342.62141
89,1302.3668,1278.0005,1289.4749,1272.5466,1272.4722,1274.8899,1282.7744,1237.3593,1266.9807,1289.0106,1276.58759
90,1191.8752,1183.0487,1198.676,1185.0621,1179.7959,1176.0187,1188.5916,1132.406,1194.6093,1172.7593,1180.28428
91,1124.6008,1085.2911,1095.4736,1092.6335,1085.5701,1088.3734,1097.0295,1057.4307,1097.8209,1093.2856,1091.75092
92,1050.1923,1016.7272,997.07965,1008.2579,1020.8341,1015.6841,1022.53827,972.11914,1027.1716,1011.8994,1014.250366
93,1003.03204,951.64465,962.9992,977.51733,981.7541,965.8893,974.5471,958.6721,966.8403,968.67017,971.1566289999998
94,965.3111,950.7571,942.59534,961.9508,950.71814,943.5797,951.0553,913.36774,943.55817,936.94116,945.9834549999999
95,927.0908,930.1053,948.4735,949.91833,936.455,916.9408,937.76764,885.59064,912.10925,939.16925,928.3620510000001
96,1036.119,1039.929,1007.136,994.824,1015.4928,1000.5005,1020.97253,975.6218,1033.4177,1021.7771,1014.579043
97,1118.6896,1100.5553,1096.4208,1070.9103,1064.2538,1082.2319,1081.1409,1058.2885,1101.7397,1083.7783,1085.80091
98,1207.7285,1200.3875,1161.342,1160.429,1156.2664,1181.5442,1194.0692,1149.5363,1193.8579,1175.2104,1178.03714
99,1283.4026,1270.582,1237.1917,1238.7815,1239.1349,1260.8119,1255.074,1209.2712,1290.822,1241.5942,1252.6666
100,1308.5627,1306.3228,1294.5004,1268.3264,1276.5513,1301.864,1301.8566,1251.3137,1314.8435,1293.419,1291.75604
101,1321.9055,1289.6217,1291.9282,1276.8928,1308.4009,1286.4652,1317.252,1288.3821,1312.0491,1309.7119,1300.2609400000001
102,1313.4995,1286.0002,1273.6755,1293.392,1283.0098,1266.402,1301.3289,1263.1714,1288.3706,1273.0383,1284.1888199999999
103,1291.6348,1266.0986,1252.2664,1241.0652,1275.3888,1221.1863,1273.8611,1272.409,1273.7177,1263.509,1263.11369
104,1268.1714,1270.4484,1236.1176,1232.6755,1246.8538,1233.0845,1268.0604,1262.739,1249.4326,1248.2618,1251.5845
105,1280.0552,1258.2388,1247.9253,1237.5382,1234.6389,1213.7393,1259.0985,1211.7185,1260.4814,1222.5581,1242.59922
106,1276.8568,1256.3296,1232.794,1241.1633,1243.9803,1211.2324,1251.8916,1235.417,1260.8652,1231.845,1244.2375200000001
107,1294.2528,1278.2758,1258.5376,1251.1987,1272.2603,1247.8187,1289.7336,1256.3218,1310.4138,1263.9532,1272.27663
108,1353.8298,1336.9976,1298.9934,1317.1097,1309.6337,1294.1129,1339.7296,1281.9514,1335.7368,1325.1709,1319.3265800000001
109,1411.8555,1388.2744,1307.0686,1366.9058,1347.1152,1325.8057,1385.2312,1336.892,1400.5953,1353.0898,1362.28335
110,1409.2668,1367.3168,1357.48,1369.5283,1356.2682,1337.4385,1374.9377,1297.7483,1410.7122,1321.7054,1360.2402200000001
111,1378.4407,1341.6384,1338.9534,1347.325,1326.6302,1319.2444,1349.5762,1288.7291,1351.4138,1330.8783,1337.2829500000003
112,1314.5625,1278.2017,1278.9578,1295.6312,1263.4949,1262.4814,1295.1312,1223.7397,1283.6749,1258.1736,1275.40489
113,1212.158,1184.9917,1191.5464,1187.7563,1179.826,1180.5149,1196.7605,1137.9001,1184.9338,1186.9939,1184.33816
114,1108.0996,1090.3828,1101.5242,1093.484,1083.4126,1082.3269,1098.669,1029.9513,1096.0089,1068.973,1085.28323
115,1064.8057,1018.2124,1016.8513,1019.9581,1020.141,1011.50195,1034.3955,977.7274,1028.4094,1019.87915,1021.1881900000001
116,1004.3718,969.0002,961.0896,969.16223,972.75574,964.5309,987.3774,923.1018,993.5703,962.02893,970.69889
117,972.5934,920.4035,929.1737,944.4893,953.629,927.797,953.8489,931.41266,957.9354,944.2257,943.5508559999998
118,946.1529,937.8493,921.80054,937.9375,928.2739,917.56024,933.9887,882.5914,912.37,926.3059,924.483038
119,923.48883,926.2147,932.38855,945.1388,931.8783,908.90784,934.96124,876.26385,913.7183,937.34607,923.0306479999999
120,1134.9242,1125.4883,1101.6406,1097.1924,1096.736,1092.6304,1112.9119,1057.8165,1127.8058,1101.736,1104.88821
121,1230.4851,1204.0045,1211.3934,1194.3634,1167.7574,1176.6897,1189.7456,1154.1343,1221.0972,1178.3074,1192.7977999999998
122,1289.9607,1276.222,1264.3052,1248.1799,1259.1752,1252.6733,1287.1866,1233.5339,1294.6926,1254.82,1266.07494
123,1323.6805,1325.1262,1301.4045,1294.0505,1286.1088,1296.672,1302.8009,1261.612,1351.4443,1281.051,1302.3950699999998
124,1307.8306,1322.6731,1288.688,1282.9044,1291.8809,1302.3125,1308.794,1263.8798,1321.0688,1279.0969,1296.9129
125,1294.9365,1294.0228,1275.2313,1277.4323,1298.7258,1259.3628,1303.7441,1291.6877,1309.6746,1288.7815,1289.3599399999998
126,1297.8218,1284.4663,1250.8049,1281.4395,1267.8326,1239.2866,1274.1572,1250.2318,1287.1323,1253.0852,1268.6258199999997
127,1269.7437,1271.2997,1232.1995,1237.4224,1253.0623,1204.3265,1252.1257,1253.3413,1290.7123,1236.4717,1250.07051
128,1247.8989,1268.2379,1233.9207,1236.9874,1232.0701,1226.2358,1262.873,1255.2168,1254.3682,1253.3605,1247.11693
129,1265.6345,1270.2019,1257.0361,1252.094,1238.6088,1222.6216,1267.6453,1223.553,1292.7085,1233.7426,1252.38463
130,1298.2761,1291.9263,1267.4434,1261.9812,1271.1984,1249.062,1282.4994,1256.6934,1320.9004,1252.8889,1275.2869500000002
131,1351.6207,1334.3469,1311.9021,1282.1201,1312.0396,1292.5466,1348.7349,1296.5381,1376.5181,1306.9299,1321.3296999999998
132,1387.1677,1392.6213,1355.0615,1354.9941,1344.7068,1330.2537,1373.8516,1328.8788,1387.5579,1359.5916,1361.4684999999997
133,1416.7488,1398.1263,1325.5264,1371.5574,1345.9822,1335.5447,1380.2478,1340.9656,1406.9009,1365.7002,1368.73003
134,1368.975,1356.7566,1335.268,1345.3765,1326.1401,1324.9121,1329.9473,1282.4808,1387.8196,1308.2415,1336.59175
135,1311.801,1283.8611,1279.7207,1277.5535,1254.3746,1249.8318,1288.459,1223.6694,1304.5791,1270.4445,1274.42947
136,1208.474,1185.9736,1195.5382,1187.0114,1161.4099,1169.9941,1197.3533,1143.3635,1193.8083,1172.8252,1181.5751500000001
137,1102.4906,1093.2897,1087.936,1080.7584,1086.1194,1083.4117,1099.7042,1050.5234,1103.4199,1087.459,1087.5112300000003
138,1031.0623,1021.6317,1022.27124,1007.3959,1016.19385,1003.90533,1016.76135,958.398,1025.4858,1005.97046,1010.9075930000001
139,993.68225,975.5277,963.56445,958.6976,984.3231,966.76587,995.5011,930.18774,994.2364,975.8298,973.8316009999999
140,963.01904,941.3157,941.638,938.48706,951.543,931.4791,972.1125,893.60315,974.07904,938.568,944.584459
141,936.18506,900.72864,915.42126,924.77875,940.3444,906.25946,950.5211,913.4534,946.88074,936.5532,927.112601
142,928.14136,921.8772,915.26196,928.25354,926.9034,916.405,937.04395,879.7208,914.3827,923.16876,919.1158670000001
143,935.9803,939.7569,950.9048,968.7126,950.0531,932.9358,961.5055,884.0451,949.6003,958.77814,943.227254
144,1243.1143,1229.4238,1227.3477,1208.3887,1213.1528,1189.1396,1227.4521,1164.6404,1204.4774,1212.647,1211.97838
145,1293.187,1289.0671,1296.7169,1272.2654,1262.4814,1273.435,1284.3649,1252.4868,1273.9926,1271.93,1276.99271
146,1320.0826,1313.2081,1307.3999,1292.8102,1312.5825,1288.9485,1332.1245,1296.7073,1300.7109,1293.9246,1305.8499100000001
147,1311.1218,1332.2994,1311.5352,1306.0079,1292.8751,1293.5671,1300.2157,1299.3732,1319.865,1295.6166,1306.2477
148,1288.6708,1315.4453,1256.7021,1281.9608,1295.1819,1273.1979,1295.9196,1268.9856,1273.0566,1255.042,1280.41626
149,1264.1831,1287.8611,1245.7214,1261.6743,1268.878,1248.4033,1273.8193,1279.8162,1267.2522,1272.5371,1267.0146
150,1291.696,1283.1392,1231.4496,1256.2316,1256.779,1231.0919,1266.7627,1255.4718,1253.0701,1257.8088,1258.3500700000002
151,1257.7144,1265.7003,1228.5654,1246.0906,1252.8822,1215.1089,1236.8018,1262.0006,1274.1726,1244.9756,1248.40124
152,1248.9209,1279.6758,1244.7476,1257.0293,1249.2191,1214.436,1267.8088,1260.9337,1234.3115,1257.8054,1251.4888099999998
153,1277.0331,1288.065,1283.189,1281.4801,1267.6646,1254.9583,1298.6151,1272.8894,1319.7407,1259.3988,1280.30341
154,1340.6477,1338.945,1332.2697,1309.9943,1335.0613,1296.7432,1341.3701,1303.6422,1365.5906,1281.3083,1324.55724
155,1381.5559,1379.3344,1356.7667,1339.0764,1360.8962,1332.4834,1398.505,1330.5022,1405.9084,1334.6936,1361.97222
156,1389.5562,1405.7671,1384.251,1372.761,1356.3606,1353.017,1370.0911,1354.5908,1386.3124,1386.0908,1375.8798
157,1369.0022,1370.5759,1326.4409,1337.6926,1322.5405,1324.7341,1332.1334,1312.3413,1360.3958,1334.3584,1339.0215099999998
158,1311.4421,1286.2222,1279.0612,1294.8933,1271.2334,1277.8499,1264.5243,1223.4583,1298.8567,1269.4866,1277.7028000000003
159,1228.8043,1177.0614,1189.2162,1185.0511,1176.654,1163.5311,1192.8429,1135.9183,1194.1416,1181.4733,1182.46942
160,1116.6355,1098.2496,1088.279,1093.4866,1096.7983,1079.841,1100.7297,1067.9838,1084.4723,1089.8568,1091.6332599999998
161,1039.4707,1022.61743,1014.78845,1010.3578,1027.8733,1018.83026,1035.7373,999.84314,1009.01697,1021.1012,1019.9636549999999
162,986.6052,983.9209,968.29114,961.7524,977.8946,962.7108,975.05023,929.83386,960.1589,980.91846,968.713649
163,958.3254,942.82184,939.7837,934.93555,955.36017,944.1945,955.3469,907.43915,946.46216,934.63385,941.9303219999999
164,922.6494,906.9038,928.6216,930.274,942.0635,927.45264,943.15717,903.00757,950.5788,925.9813,928.0689779999999
165,926.2127,884.29065,920.98193,926.0535,938.38916,905.9469,940.21796,911.52277,933.05255,940.5581,922.722622
166,953.3862,921.2076,944.0226,960.08514,949.6477,946.3895,961.0862,911.75464,927.8001,937.505,941.288468
167,1000.3803,972.7598,1019.6156,1010.8574,991.9553,995.79443,1007.8927,938.32965,991.44995,997.8624,992.689753
168,1349.8833,1333.6981,1321.4523,1313.9747,1324.8723,1323.8799,1330.5322,1252.9115,1328.6711,1293.1151,1317.29905
169,1350.0754,1352.8062,1332.9514,1343.1412,1331.7203,1366.9258,1346.3497,1303.2751,1351.7762,1314.459,1339.34803
170,1336.9446,1341.1332,1308.6936,1331.2949,1337.8562,1342.0022,1348.1755,1329.0244,1335.4912,1294.4751,1330.50909
171,1297.3547,1333.6809,1307.4849,1313.0571,1311.7737,1317.3318,1306.1377,1318.2109,1338.4922,1282.7285,1312.6252399999998
172,1274.3738,1307.7751,1253.5642,1299.6165,1295.0637,1277.3472,1297.022,1272.1567,1300.7122,1247.5355,1282.51669
173,1261.6445,1274.5413,1242.7097,1277.8857,1261.4556,1267.964,1273.6411,1270.1333,1296.9016,1271.1504,1269.8027200000001
174,1292.5417,1284.8716,1249.7964,1279.5895,1263.2489,1259.1577,1290.5784,1261.8574,1296.828,1272.1714,1275.0641
175,1268.2394,1279.0254,1254.6917,1296.8462,1256.2157,1271.2991,1251.5833,1284.1062,1305.9893,1267.4429,1273.5439199999998
176,1281.2251,1319.4703,1311.992,1318.3992,1292.8645,1267.5564,1310.1775,1290.5505,1304.5864,1279.4702,1297.62921
177,1343.9539,1331.5669,1350.9043,1353.246,1328.0901,1320.4967,1363.6492,1341.729,1400.6951,1327.0544,1346.13856
178,1400.3229,1384.2113,1391.8348,1374.4769,1390.2211,1365.2091,1385.272,1366.9282,1428.0823,1325.8694,1381.2428
179,1409.9598,1397.5059,1382.1637,1390.2842,1389.8687,1376.0388,1413.6577,1369.324,1428.5382,1364.9907,1392.23317
180,1360.7635,1375.8625,1379.8971,1367.1935,1350.915,1349.1443,1348.396,1346.3726,1374.2126,1359.8613,1361.2618400000001
181,1322.2513,1310.801,1315.8928,1273.7485,1279.3738,1292.1133,1274.6842,1268.2881,1301.5159,1272.5159,1291.11848
182,1225.457,1194.4517,1211.169,1209.4775,1194.8746,1202.7552,1179.4243,1151.7523,1218.2051,1185.7598,1197.3326499999998
183,1126.9814,1088.8542,1100.5139,1093.1985,1105.2385,1092.041,1107.996,1068.3115,1120.1589,1111.3167,1101.4610599999999
184,1058.4296,1031.2434,1030.364,1032.8525,1037.814,1019.23016,1039.7101,1011.666,1038.5342,1037.7854,1033.762936
185,1002.7239,983.36633,994.0453,966.08734,984.46814,993.2224,1010.78577,968.6598,980.8933,994.0342,987.8286479999999
186,963.80896,958.0056,948.6948,939.1565,967.66174,943.8674,968.9741,919.34845,932.7891,971.3227,951.3629350000001
187,947.96826,925.62976,943.1866,921.1941,953.5108,934.64355,936.8791,898.49194,925.8207,930.6215,931.794631
188,915.8205,902.0642,923.9617,932.22107,952.08887,933.64496,942.66705,914.43945,933.3099,916.1699,926.63876
189,946.45197,906.7722,947.16797,954.6784,971.3007,933.7801,965.10077,943.3686,944.2927,955.0307,946.7944109999999
190,1012.8274,973.5819,1000.66724,1027.6078,1015.67725,1026.7834,1029.4858,992.75446,990.18335,1003.92505,1007.3493649999998
191,1100.3596,1062.8442,1098.8184,1098.6787,1085.065,1107.7478,1103.4177,1052.1942,1091.7678,1082.8811,1088.37745
192,1362.1528,1359.4963,1340.7766,1341.3081,1363.7119,1358.5431,1348.8252,1309.4028,1360.5342,1334.1417,1347.8892700000001
193,1347.1995,1354.1799,1324.322,1336.9827,1340.7228,1372.3685,1341.2852,1320.9961,1345.009,1309.6621,1339.27278
194,1328.2716,1325.9304,1294.714,1327.0522,1325.0544,1350.0828,1329.8428,1330.1262,1313.0396,1295.0042,1321.91182
195,1275.6277,1313.5242,1272.1725,1297.375,1304.1589,1298.0621,1294.7264,1309.2188,1315.0072,1278.3293,1295.8202099999999
196,1269.1326,1287.3236,1241.5063,1287.1951,1280.4028,1261.794,1281.8134,1265.9011,1286.0361,1257.1768,1271.8281799999997
197,1246.3035,1264.5918,1241.6223,1278.155,1257.8904,1271.7734,1283.2067,1267.22,1291.8528,1276.3938,1267.9009700000001
198,1270.7946,1293.0634,1252.9014,1282.0481,1270.3508,1282.1506,1299.1321,1272.5044,1303.5078,1277.4038,1280.3857
199,1287.1438,1313.5679,1278.0698,1320.7526,1279.0894,1290.8528,1292.9058,1299.4612,1311.1458,1295.5938,1296.8582900000001
200,1324.1206,1376.6968,1362.6692,1353.353,1345.9102,1298.8792,1369.7323,1326.7822,1364.6667,1322.1101,1344.49203
201,1376.29,1365.209,1386.7626,1378.2854,1377.908,1347.7468,1406.2933,1381.0162,1427.0457,1374.7233,1382.1280299999999
202,1389.9673,1388.5876,1387.656,1380.6326,1389.7639,1379.7886,1379.1539,1383.3834,1403.0591,1354.9857,1383.6978100000001
203,1368.1235,1353.416,1360.0759,1360.4146,1366.3866,1366.6731,1366.1316,1352.5891,1377.6855,1343.6953,1361.5191199999997
204,1291.3398,1294.8936,1313.8354,1296.0203,1294.7258,1280.9285,1290.3188,1279.2896,1287.6855,1287.781,1291.68183
205,1214.5222,1208.0463,1236.6919,1177.9856,1197.5758,1198.5293,1193.9302,1172.8407,1185.6677,1182.1436,1196.79333
206,1102.3804,1094.5167,1107.9733,1100.5815,1097.0052,1100.143,1086.8093,1060.7943,1090.9495,1098.8782,1094.00314
207,1043.4912,1022.796,1021.2178,1008.1411,1040.4445,1027.45,1031.4913,999.80396,1027.9236,1036.1014,1025.886086
208,996.4558,978.4706,983.7535,970.5201,986.4984,985.2324,996.7441,954.45404,980.31836,983.2505,981.56978
