,0,1,2,3,4,5,6,7,8,9,10
1848,1139.0485,1146.1061,1148.3345,1135.2117,1151.0387,1140.2206,1164.239,1142.8195,1117.2114,1116.543,1140.0773
1849,1210.5479,1213.5063,1241.1064,1211.8789,1222.3041,1224.0687,1240.649,1235.3359,1214.5962,1186.3538,1220.03472
1850,1299.3765,1278.9689,1294.0872,1281.7726,1331.4785,1300.7655,1330.1326,1297.2322,1287.1237,1270.582,1297.1519700000001
1851,1349.5452,1324.8923,1360.1294,1335.8374,1352.8894,1347.3542,1365.9565,1327.349,1342.7222,1338.7366,1344.54122
1852,1347.5554,1318.1257,1354.943,1333.8145,1363.4567,1355.0684,1378.2815,1330.122,1353.145,1372.6882,1350.7200400000002
1853,1334.3923,1324.6577,1350.7783,1337.3658,1340.315,1341.2339,1361.3147,1360.2415,1349.3235,1348.5488,1344.8171500000003
1854,1320.7478,1304.1592,1336.2217,1329.2512,1339.077,1322.2341,1340.6356,1336.2476,1315.0889,1315.8779,1325.9541
1855,1320.7903,1284.9492,1316.7354,1292.899,1337.4631,1280.9364,1316.3745,1337.1511,1313.5325,1313.7292,1311.4560699999997
1856,1298.375,1278.1648,1307.0657,1285.8206,1328.2649,1301.5062,1322.7446,1325.033,1294.6935,1303.1484,1304.48167
1857,1311.7881,1291.827,1336.425,1310.7761,1324.0242,1294.9619,1341.6354,1332.3916,1310.8041,1321.3412,1317.5974600000002
1858,1370.8837,1340.1803,1366.7224,1342.8335,1368.4219,1315.3035,1352.4568,1367.6122,1360.0143,1360.2133,1354.4641900000001
1859,1424.6072,1392.1931,1445.3706,1389.2378,1421.3694,1405.4194,1448.6567,1426.0288,1416.9006,1420.759,1419.0542599999999
1860,1497.1326,1465.7263,1498.1313,1453.5564,1478.0874,1465.385,1474.9482,1480.6921,1455.5944,1483.8162,1475.3069899999998
1861,1516.7561,1483.2612,1498.7234,1473.3093,1477.189,1448.9666,1488.52,1498.0779,1494.6953,1478.375,1485.7873799999998
1862,1452.5327,1446.7373,1463.7568,1432.4064,1437.4329,1426.9794,1413.4333,1444.2988,1455.2339,1416.6019,1438.9413399999999
1863,1373.8695,1363.2156,1375.1116,1352.3743,1364.6365,1344.844,1362.9568,1332.5935,1365.803,1332.5479,1356.79527
1864,1255.0651,1242.3462,1274.2672,1234.7544,1244.1399,1261.1565,1245.5789,1248.5287,1259.4467,1246.342,1251.1625600000002
1865,1151.7627,1145.9283,1153.8656,1120.4717,1139.2297,1154.2141,1137.606,1140.7472,1143.9583,1148.6597,1143.64433
1866,1054.1803,1069.6173,1075.2766,1033.9553,1054.2688,1080.1617,1052.9717,1040.9678,1050.4703,1032.9937,1054.48635
1867,1025.1112,1008.8638,1025.7917,995.2449,998.655,1005.65564,1021.67236,991.2916,1006.6299,997.43994,1007.6356040000001
1868,1000.0244,991.11676,978.12036,973.4971,990.9413,969.31274,1003.4532,980.8458,982.1315,979.34875,984.8791909999998
1869,985.08105,960.5673,985.2532,973.0476,980.9232,961.6205,976.1897,965.8726,970.5026,976.783,973.584075
1870,990.30457,977.2238,956.9824,995.7721,984.5257,977.0111,980.2883,973.26587,969.9911,983.4563,978.882124
1871,1005.91724,1022.12854,1011.90845,1038.1072,1036.175,1030.1584,1031.9797,991.82086,1009.2871,1018.1831,1019.5665590000001
1872,1272.8638,1270.7844,1276.0337,1277.1453,1281.4382,1286.1465,1281.2834,1256.7184,1248.3611,1263.4529,1271.4227700000001
1873,1317.0166,1315.3549,1327.6006,1329.8998,1319.2134,1348.5278,1350.4645,1344.1406,1337.0555,1319.992,1330.92657
1874,1364.6123,1352.0088,1338.8158,1365.8,1380.665,1381.1018,1398.0791,1356.6948,1362.9695,1346.0458,1364.6792899999998
1875,1364.4866,1359.6675,1363.0028,1367.585,1370.8237,1388.4913,1377.9885,1358.1436,1381.7437,1378.3965,1371.0329199999999
1876,1333.3823,1329.9141,1346.7886,1345.2334,1350.7878,1361.5079,1379.7633,1338.5735,1360.9175,1367.5161,1351.43845
1877,1315.5634,1324.3799,1316.9174,1322.2876,1319.4299,1335.6543,1347.3347,1344.3196,1319.1892,1336.9634,1328.20394
1878,1324.5063,1305.573,1314.4622,1307.6472,1320.7744,1322.1025,1338.8594,1327.4756,1317.2092,1318.2728,1319.6882600000001
1879,1300.1726,1288.2582,1304.0872,1308.2616,1322.14,1310.4819,1321.3931,1338.5928,1320.606,1319.0947,1313.30881
1880,1306.2664,1295.5903,1304.4841,1319.8328,1338.2363,1317.4938,1337.3687,1351.2966,1309.8198,1333.6792,1321.4068
1881,1351.8042,1336.7269,1367.5867,1353.9207,1368.1715,1346.165,1388.4236,1377.6882,1366.5359,1370.4915,1362.75142
1882,1437.3293,1404.7158,1431.295,1412.109,1423.7778,1397.7964,1431.2522,1425.5769,1453.1372,1419.862,1423.6851599999998
1883,1480.8752,1462.5842,1478.783,1450.7896,1471.9723,1462.4712,1509.7764,1482.0222,1485.3918,1475.6956,1476.03615
1884,1508.2183,1488.2352,1501.123,1478.2222,1482.2699,1486.8995,1478.679,1499.7573,1485.7944,1506.5427,1491.57415
1885,1477.7422,1449.1454,1460.1732,1449.0847,1430.5662,1441.3624,1443.6361,1461.1887,1459.6306,1456.9265,1452.9456
1886,1389.9517,1369.0188,1379.0294,1365.0352,1353.9231,1383.3228,1341.0505,1367.5945,1380.7358,1358.8639,1368.85257
1887,1271.3898,1248.6057,1262.6978,1253.5557,1252.1511,1262.5156,1262.7874,1224.6959,1276.7402,1241.1733,1255.63125
1888,1146.9016,1143.7286,1152.4429,1129.874,1126.6761,1164.3441,1146.34,1132.7236,1155.3408,1138.6064,1143.6978100000001
1889,1059.9061,1073.1584,1070.8871,1057.9434,1052.6858,1076.5704,1072.6284,1055.0292,1060.2982,1063.6348,1064.27418
1890,1010.60205,1026.7712,1001.4072,994.92566,1006.16125,1043.2483,1019.26624,994.86176,1011.4743,1000.6817,1010.9399659999999
1891,993.30066,981.88794,988.64233,969.45593,977.5308,998.9879,998.23706,968.28125,995.60034,985.1758,985.7100010000001
1892,963.0415,979.81885,972.07324,965.8321,984.5678,992.5391,989.8065,967.15393,989.7974,990.68243,979.531285
1893,986.2627,970.17096,1000.78204,982.7798,987.26526,984.6805,982.7478,975.8135,985.44165,999.8026,985.574681
1894,1033.9504,1026.2505,1024.8812,1041.0056,1032.5984,1034.6171,1035.1067,1014.9845,1030.8848,1055.1802,1032.94594
1895,1095.2516,1107.2478,1122.9629,1102.0681,1138.1898,1114.3286,1115.1486,1075.7695,1109.2828,1122.8934,1110.3143100000002
1896,1417.2153,1411.5728,1410.813,1426.2378,1397.9044,1437.4973,1410.614,1377.9673,1416.9104,1390.8685,1409.76008
1897,1403.1562,1407.544,1422.2167,1436.1182,1388.0261,1450.5358,1434.0132,1423.3662,1439.5377,1406.314,1421.08281
1898,1397.477,1400.5165,1399.3877,1428.8191,1384.7075,1422.385,1420.9055,1393.9834,1419.6614,1394.7418,1406.2584900000002
1899,1364.5063,1381.1018,1383.2283,1402.2594,1376.9788,1389.8464,1381.7104,1381.3308,1414.2649,1386.3229,1386.1549999999997
1900,1340.3295,1342.6482,1369.7609,1386.068,1346.5922,1353.9437,1368.3494,1346.2346,1389.552,1368.802,1361.22805
1901,1329.9382,1328.7908,1326.4915,1359.5964,1327.1672,1339.7151,1344.7644,1325.8367,1346.4512,1340.9469,1336.9698399999997
1902,1349.551,1329.4224,1341.2363,1351.7112,1321.3918,1340.8257,1364.4219,1328.3466,1374.0033,1349.4674,1345.0377600000002
1903,1327.9492,1331.8523,1338.9706,1378.6934,1331.1562,1355.477,1342.9978,1349.9016,1366.8909,1346.6448,1347.05338
1904,1358.9377,1360.6868,1383.0016,1404.8773,1367.0237,1364.3279,1385.4617,1389.2732,1395.9192,1390.5679,1380.0076999999999
1905,1450.781,1416.3518,1450.1814,1462.4478,1432.372,1398.4214,1468.6221,1443.6467,1476.0214,1448.1672,1444.7012799999998
1906,1517.0803,1485.1812,1505.2917,1513.2498,1488.1758,1473.1656,1500.8594,1477.1853,1539.5352,1466.201,1496.59253
1907,1513.1942,1509.0363,1498.3508,1525.2108,1492.1262,1498.0706,1519.3298,1512.0234,1527.2476,1491.5139,1508.61036
1908,1472.7345,1484.4167,1486.3884,1491.4824,1448.6443,1468.7477,1450.3915,1469.0645,1487.654,1456.6598,1471.6183800000001
1909,1405.4424,1391.8867,1414.197,1374.9296,1352.3384,1392.7974,1372.1882,1387.1198,1405.1411,1369.3496,1386.53902
1910,1293.3928,1274.4084,1287.3286,1267.0785,1242.2902,1281.6926,1243.3743,1256.2988,1287.8921,1270.8386,1270.45949
1911,1174.023,1157.0167,1168.3256,1146.627,1132.535,1167.5096,1167.3734,1132.6146,1181.6459,1159.9521,1158.7622900000001
1912,1093.546,1084.6298,1085.7954,1075.4414,1055.8217,1082.5271,1078.4503,1060.2473,1092.9397,1083.2021,1079.2600799999998
1913,1035.1088,1045.3352,1039.0112,1016.8918,1007.735,1041.2448,1042.9258,1019.8518,1033.0773,1029.7189,1031.09006
1914,1000.1931,1015.9387,984.42114,980.59204,984.2981,1016.90125,1012.6486,985.37524,998.67145,988.91455,996.7954169999999
1915,1000.08813,983.22107,992.7727,959.1135,982.3635,998.44934,996.77576,977.18884,1005.3006,994.5307,988.980414
1916,983.7954,1002.7817,994.02344,991.79767,996.5156,1004.709,995.89764,986.79675,1003.93884,1003.65454,996.3910579999999
1917,1052.1066,1032.784,1061.8444,1041.1992,1043.8234,1046.0425,1038.0532,1030.1096,1035.3535,1062.7131,1044.4029499999997
1918,1166.9929,1132.3169,1141.3137,1152.0929,1157.9609,1148.8793,1141.7478,1121.2433,1141.6088,1156.902,1146.10585
1919,1265.0979,1255.0939,1249.8828,1234.125,1301.4431,1250.091,1260.0958,1229.596,1269.6969,1257.3309,1257.2453300000002
1920,1424.0126,1440.9171,1421.9728,1435.4138,1417.6042,1441.4481,1435.0054,1424.9655,1440.0449,1430.1785,1431.1562900000001
1921,1390.6497,1405.3645,1401.8789,1411.954,1393.628,1427.4528,1425.1602,1421.4055,1420.1924,1406.3457,1410.4031699999998
1922,1375.5598,1381.5278,1376.3953,1401.9897,1372.0961,1402.8931,1389.2393,1394.1632,1389.1947,1385.4791,1386.85381
1923,1327.9526,1358.9307,1345.6416,1371.751,1353.7887,1349.6892,1359.6333,1367.8127,1379.8694,1365.332,1358.0401200000001
1924,1319.7512,1327.9114,1348.0674,1352.5889,1328.8163,1331.5713,1348.5232,1335.8875,1355.2476,1358.7139,1340.7078700000002
1925,1309.7446,1319.917,1318.1727,1346.5327,1336.7346,1328.5479,1343.4316,1341.7803,1348.2947,1335.3728,1332.8528900000001
1926,1341.2035,1337.2365,1350.1013,1348.8245,1338.3328,1351.6194,1372.8502,1342.7979,1371.1936,1372.7136,1352.68733
1927,1356.7,1362.3018,1377.7079,1395.1921,1378.2095,1380.8385,1370.4932,1376.3843,1403.2864,1385.4216,1378.6535299999998
1928,1419.9392,1430.6251,1462.6672,1444.4858,1436.4612,1409.3013,1452.0696,1447.3718,1477.8376,1442.7815,1442.35403
1929,1494.6997,1466.3606,1507.6335,1500.4346,1501.1475,1437.6538,1505.4471,1496.093,1527.5305,1517.5222,1495.4522499999998
1930,1509.9313,1501.7157,1515.0574,1513.427,1497.0767,1493.5126,1495.2457,1500.9231,1524.6729,1489.4757,1504.10381
1931,1472.8303,1468.0024,1471.5659,1470.9314,1454.0284,1479.6449,1454.2485,1478.4849,1481.6887,1455.1239,1468.6549300000001
1932,1381.9905,1396.4863,1402.9172,1388.2323,1360.5476,1396.4617,1365.4048,1389.9409,1389.5746,1360.0231,1383.1579
1933,1270.7059,1282.8208,1307.991,1248.6982,1242.4158,1273.946,1269.1023,1274.2222,1281.7003,1255.4093,1270.7011799999998
1934,1155.5547,1158.4055,1171.6116,1141.6393,1131.9283,1157.3419,1132.2527,1138.4612,1162.4274,1161.0144,1151.0637000000002
1935,1081.8324,1085.2046,1086.5626,1055.2482,1068.6768,1079.6626,1075.1719,1050.8502,1080.42,1079.1594,1074.27887
1936,1024.924,1040.8347,1025.6377,1013.45386,1005.41003,1037.0458,1029.3834,1019.35095,1038.1947,1035.949,1027.0184140000001
1937,1013.473,1014.43036,988.18866,976.95654,978.3699,1011.09955,1013.207,988.4224,1022.64685,1008.551,1001.5345259999998
1938,989.8556,997.2562,990.9839,969.66956,966.66907,1010.95074,986.99115,970.13745,986.50574,989.26324,985.8282650000001
1939,998.3396,985.51544,993.6564,991.38245,993.4713,1016.7795,1002.04425,991.82263,1008.51904,1020.4488,1000.197941
1940,1031.9905,1047.366,1031.6407,1060.7693,1052.3755,1064.89,1023.068,1034.5096,1051.5259,1045.475,1044.36105
1941,1139.478,1121.3547,1152.582,1146.3093,1157.9547,1158.5325,1131.0083,1145.6458,1139.0354,1141.594,1143.3494699999999
1942,1274.0262,1245.127,1269.1239,1251.6825,1271.4875,1274.388,1233.6873,1236.3445,1263.8015,1244.0342,1256.3702600000001
1943,1359.1846,1346.73,1335.6423,1327.5378,1372.5529,1347.5415,1344.2874,1318.5034,1356.1182,1340.7723,1344.88704
1944,1418.2312,1424.5007,1401.8152,1418.5874,1401.2327,1408.7917,1418.4968,1410.6394,1422.917,1425.9878,1415.11999
1945,1383.9059,1389.2786,1367.7056,1377.9297,1386.52,1391.783,1404.5469,1399.1744,1388.0343,1378.6538,1386.75322
1946,1360.8662,1360.6873,1342.617,1371.7173,1345.3451,1359.9187,1366.9999,1371.2659,1360.1282,1358.7164,1359.8262
1947,1318.9106,1345.3094,1305.2249,1355.9454,1331.0693,1324.7295,1356.1808,1338.8989,1362.6968,1349.6449,1338.86105
1948,1323.8655,1322.5066,1330.7388,1333.2136,1313.5264,1313.494,1360.3665,1334.4497,1339.3563,1357.6622,1332.9179600000002
1949,1325.5815,1332.75,1322.2505,1340.9938,1345.8684,1337.5702,1362.7192,1371.3323,1358.5507,1351.6205,1344.9237100000003
1950,1387.0414,1366.7628,1383.0586,1369.1471,1374.5073,1374.397,1400.4956,1392.9053,1398.5748,1386.6295,1383.35194
1951,1432.837,1423.1833,1437.9185,1426.197,1433.99,1450.8247,1428.522,1432.1057,1475.344,1440.7256,1438.16478
1952,1483.6863,1497.272,1506.1409,1478.8088,1494.8264,1471.8611,1511.2266,1500.6614,1530.6089,1483.4546,1495.8546999999999
1953,1507.9307,1498.9875,1505.7358,1505.9321,1504.6849,1486.1238,1502.0905,1517.1816,1532.5508,1528.4242,1508.9641900000001
1954,1458.289,1473.722,1450.3867,1481.231,1459.345,1464.515,1439.2856,1466.3795,1476.4679,1475.0125,1464.46342
1955,1377.3389,1382.5524,1394.9451,1383.6956,1371.1154,1384.5269,1369.8103,1380.4932,1399.2291,1375.1836,1381.8890500000002
1956,1253.0435,1286.7573,1270.9609,1273.2992,1234.7339,1280.041,1245.5219,1280.7585,1266.7634,1257.6162,1264.94958
1957,1134.9429,1166.2582,1169.3857,1151.484,1129.7229,1157.606,1150.5264,1159.1411,1155.3406,1144.6003,1151.90081
1958,1053.8369,1075.9456,1061.79,1067.1711,1049.4487,1076.0859,1044.1443,1060.3666,1074.745,1080.4153,1064.3949400000001
1959,1028.1377,1032.2723,1018.0595,1003.20386,1018.9005,1040.9517,1019.7876,999.1685,1028.4197,1032.5098,1022.141116
1960,1002.67523,1007.9888,995.402,964.2505,977.6483,1012.66174,996.17377,984.3242,997.3092,1005.38495,994.381869
1961,988.0128,989.00977,963.50244,974.9415,966.70886,988.57007,1000.7658,971.8893,997.45483,1003.2791,984.4134470000001
1962,1016.31824,999.9286,1010.34875,975.7097,981.94666,1009.39124,997.5521,962.05493,992.1818,1011.32654,995.6758560000001
1963,1038.5745,1025.7488,1049.6039,1044.4563,1041.6818,1059.946,1040.6536,1023.8658,1042.4346,1063.2671,1043.02324
1964,1136.4719,1133.242,1136.4698,1150.017,1159.4509,1178.3917,1136.8518,1133.624,1143.3785,1141.0809,1144.89785
1965,1241.1682,1225.0879,1250.7415,1236.368,1276.7327,1282.3818,1242.1783,1266.7848,1262.0112,1238.1445,1252.1598900000004
1966,1344.2356,1337.4385,1352.84,1325.0819,1353.19,1363.6193,1313.331,1314.9612,1351.4221,1318.4724,1337.4591999999998
1967,1384.3688,1370.1165,1370.9578,1362.7087,1387.7013,1389.7493,1362.6772,1350.6116,1374.0537,1367.1736,1372.01185
1968,1387.3295,1400.1047,1372.7711,1387.9612,1358.559,1367.5925,1378.6843,1362.1254,1391.0244,1381.8889,1378.8040999999998
1969,1352.2212,1370.8407,1332.1642,1343.3618,1344.0623,1362.344,1356.5038,1354.4126,1359.7375,1339.8104,1351.54585
1970,1316.4863,1341.7744,1308.8071,1339.8462,1312.3523,1338.9806,1332.5635,1341.0538,1334.6118,1326.3245,1329.28005
1971,1298.978,1332.8671,1285.7981,1328.2505,1312.5134,1315.2845,1334.4556,1307.0981,1345.8911,1326.7063,1318.78427
1972,1316.9968,1329.9736,1314.987,1328.441,1319.1738,1316.7101,1354.9468,1316.2266,1333.8534,1347.7474,1327.90565
1973,1360.7756,1368.3052,1342.7798,1367.4421,1370.7131,1366.189,1380.9274,1386.8619,1384.4304,1365.6866,1369.4111099999998
1974,1428.4506,1423.5181,1424.9392,1427.2373,1429.2585,1420.2568,1442.1013,1443.6232,1460.3715,1417.4473,1431.72038
1975,1475.6747,1478.7014,1465.51,1454.728,1472.7803,1482.4667,1466.6586,1478.936,1524.852,1472.0686,1477.23763
1976,1479.8545,1514.8342,1471.3093,1493.0299,1500.8306,1503.5056,1490.9738,1499.6069,1525.3857,1479.2333,1495.85638
1977,1453.6746,1477.034,1430.4248,1475.4355,1458.3855,1467.6753,1447.135,1459.3884,1485.6769,1459.896,1461.4726
1978,1362.8268,1386.2274,1347.1594,1373.1484,1377.5701,1369.6262,1345.298,1378.7898,1394.5657,1375.8574,1371.1069200000002
1979,1255.6487,1257.7463,1258.9557,1263.1494,1253.363,1256.2087,1248.4692,1256.3062,1284.899,1253.8667,1258.86129
1980,1131.0596,1173.714,1130.6146,1145.7358,1119.4624,1156.1923,1135.7078,1148.1147,1154.4108,1149.5542,1144.4566200000002
1981,1055.6387,1087.0773,1058.8943,1064.1492,1054.9702,1068.9236,1063.9221,1063.9926,1056.9819,1063.5017,1063.8051600000001
1982,1016.06714,1031.3643,996.3789,1024.5103,999.0949,1025.2499,1001.3391,1019.1516,1015.5145,1015.6822,1014.4352839999999
1983,1001.7945,1001.57825,976.74194,977.975,983.6459,1013.1465,995.901,964.7819,997.81647,996.71655,991.0098009999998
1984,986.6068,980.4526,980.77985,954.789,964.53674,1003.03845,975.39,951.18,981.1774,974.2346,975.2185440000001
1985,986.3534,976.7078,973.5814,981.59985,968.6029,997.68713,993.5554,960.11163,990.0978,993.05164,982.1348949999999
1986,1050.1825,1047.0607,1030.1973,1023.66907,1038.2689,1062.908,1036.0182,1004.6082,1023.1936,1050.8508,1036.695727
1987,1126.667,1115.4528,1145.1008,1158.3376,1156.8567,1154.4865,1119.0244,1095.4276,1131.6216,1130.1276,1133.31026
1988,1250.8472,1240.1731,1256.3234,1259.9004,1287.4805,1280.6499,1264.5295,1246.2385,1260.155,1229.1873,1257.54848
1989,1321.922,1307.4082,1332.3269,1332.1783,1359.7147,1348.6559,1321.7935,1329.9583,1345.9637,1300.6362,1330.0557700000002
1990,1368.4692,1364.5371,1364.248,1356.9739,1378.7166,1380.0427,1358.2797,1339.7668,1369.6279,1337.5573,1361.8219199999999
1991,1349.6821,1352.8519,1369.3037,1347.1846,1356.2026,1366.0054,1354.2219,1322.6511,1338.0396,1351.9214,1350.8064299999999
1992,1398.6948,1403.5981,1388.5835,1412.0024,1374.6719,1406.5104,1380.2352,1360.472,1416.1418,1390.6497,1393.15598
1993,1365.1592,1388.0742,1374.9589,1390.8314,1355.3228,1392.8774,1386.5002,1348.2261,1391.9457,1367.2666,1376.1162499999998
1994,1340.7816,1352.1028,1360.7639,1375.9858,1341.1117,1368.3284,1381.2261,1352.0898,1374.8947,1350.9497,1359.8234499999999
1995,1335.9232,1368.0098,1366.0167,1370.6852,1357.7229,1360.6223,1373.389,1339.9226,1401.8151,1347.3623,1362.14691
1996,1380.2283,1385.804,1395.7227,1403.137,1373.7854,1387.7825,1398.737,1369.2756,1411.9183,1403.3601,1390.97509
1997,1451.7004,1446.8625,1455.6033,1473.4823,1448.0275,1439.0425,1458.8267,1437.888,1480.4792,1453.8848,1454.57972
1998,1500.3942,1493.4004,1505.0354,1526.1818,1492.1213,1504.0571,1503.3826,1507.2288,1539.8547,1491.9824,1506.36387
1999,1498.1699,1523.9248,1504.8491,1534.8905,1496.6763,1511.7195,1485.9299,1517.1975,1551.5005,1508.5886,1513.3446600000002
2000,1458.8247,1480.5752,1456.3594,1499.3527,1473.4419,1496.5901,1435.684,1482.6752,1476.597,1469.0056,1472.91058
2001,1368.635,1401.1338,1357.9314,1431.9545,1395.2478,1390.3237,1373.7689,1384.8958,1407.1886,1381.8678,1389.29473
2002,1263.0996,1286.902,1267.639,1286.3398,1269.5122,1269.6427,1245.454,1271.4628,1279.4092,1264.3323,1270.3793600000001
2003,1149.0413,1152.4937,1159.6462,1177.74,1140.7363,1155.0247,1150.0195,1165.2463,1168.9811,1154.8225,1157.37516
2004,1052.6943,1090.1836,1067.8712,1093.5369,1052.7537,1077.9762,1057.4172,1083.7817,1079.6376,1074.7212,1073.0573600000002
2005,1025.2719,1033.9183,1015.2354,1030.1372,1020.91046,1039.167,1028.5623,1030.0874,1005.8949,1008.73816,1023.7923020000001
2006,990.8436,1004.33704,988.6532,1016.5434,983.1849,1014.0055,972.7925,989.6135,993.81366,994.87805,994.8665349999999
2007,982.93774,986.44653,989.34143,1002.135,981.2599,1005.28564,992.6439,970.4573,979.9036,976.7361,986.7147140000001
2008,993.854,994.01794,1021.99133,1015.09143,986.3984,1012.16113,980.41174,963.1704,991.81946,989.95496,994.8870790000001
2009,1023.48926,1039.5352,1080.2783,1051.2312,1037.6624,1051.5002,1023.00385,1014.98517,1041.7947,1041.9032,1040.5383480000003
2010,1117.1449,1150.5635,1120.3191,1150.8998,1147.7395,1164.1584,1124.77,1121.8855,1106.0896,1145.2172,1134.8787499999999
2011,1239.4631,1240.6599,1294.7063,1285.5137,1280.6877,1271.7825,1214.4296,1216.1198,1257.47,1231.834,1253.26666
2012,1348.0425,1324.6567,1359.3044,1347.3088,1375.9961,1358.2627,1336.5354,1333.9199,1338.7324,1307.4073,1343.01662
2013,1379.4586,1352.675,1376.2639,1389.0818,1383.4346,1372.1005,1334.6909,1356.8486,1365.9021,1331.5994,1364.2055399999997
2014,1366.9067,1349.9431,1352.7507,1371.7236,1373.1262,1378.6517,1355.9404,1357.5579,1347.6068,1330.1284,1358.43355
2015,1337.8088,1331.3018,1362.3357,1340.4641,1349.1255,1351.0173,1337.5231,1309.7067,1332.9548,1325.6855,1337.7923299999998
2016,1384.9111,1395.9111,1369.6696,1366.2773,1359.1187,1381.6,1370.8298,1357.8303,1368.5227,1389.7502,1374.44208
2017,1347.4495,1380.1571,1371.0454,1352.9796,1349.6865,1361.6729,1385.282,1351.0149,1360.5582,1377.4888,1363.7334899999998
2018,1355.6823,1365.3457,1381.0583,1370.37,1355.1134,1351.4403,1389.9973,1361.291,1355.8674,1384.9492,1367.11149
2019,1373.5579,1393.7874,1415.623,1384.2107,1383.612,1392.0518,1415.4045,1381.9421,1412.4921,1397.4336,1395.0115099999998
2020,1436.1545,1440.9363,1453.3962,1440.6045,1423.2363,1443.8458,1465.0002,1428.4691,1470.8345,1472.666,1447.51434
2021,1510.0457,1498.2699,1513.6421,1497.2715,1501.0514,1481.814,1503.8188,1482.4438,1517.5988,1508.4609,1501.44169
2022,1520.4697,1510.0491,1504.8052,1514.142,1483.6168,1517.4636,1500.7188,1521.6633,1513.3108,1510.3223,1509.65616
2023,1477.229,1484.689,1469.1996,1490.3201,1446.812,1469.1885,1438.8909,1471.5488,1493.7274,1470.3938,1471.1999099999998
2024,1392.332,1388.8884,1381.6624,1389.6943,1381.2089,1390.652,1352.8508,1403.0383,1362.6282,1377.9343,1382.0889600000003
2025,1257.1853,1287.2579,1266.7349,1298.0415,1281.0427,1264.1274,1266.5239,1262.863,1272.0835,1266.3486,1272.22087
2026,1157.4241,1170.7772,1160.9044,1170.9081,1159.767,1153.9613,1142.0017,1153.1411,1143.2922,1151.6777,1156.3854800000001
2027,1074.487,1077.5852,1058.0322,1094.2363,1051.8926,1067.1343,1072.5413,1093.6035,1072.1997,1070.688,1073.24001
2028,1030.5974,1038.9484,1013.6997,1036.5544,1006.96265,1034.71,1009.99243,1036.9004,1017.8165,1015.06506,1024.124694
2029,1014.5137,1004.0858,994.0051,993.7489,993.6516,1017.7613,1008.09546,1001.2833,974.50757,981.82245,998.3475179999999
2030,984.84143,979.5871,965.48615,987.21783,971.0391,1003.7893,956.1746,962.04144,972.3708,994.42175,977.6969499999999
2031,962.82764,989.43176,1006.1543,1003.51587,985.4933,1008.4442,989.4115,972.50977,970.83655,997.61865,988.6243539999999
2032,1027.4279,1050.4841,1074.8706,1060.3491,1028.8679,1053.3384,1030.2786,1011.62366,1019.7604,1063.4337,1042.0434359999997
2033,1120.0779,1139.8998,1196.8771,1144.9683,1138.0706,1140.5194,1125.0282,1111.7649,1119.3413,1139.491,1137.60385
2034,1238.6101,1252.2045,1235.2153,1247.8933,1255.5559,1257.5789,1238.5875,1239.1732,1216.9633,1263.6135,1244.53955
2035,1337.3356,1317.0254,1387.9634,1348.6458,1337.5344,1334.02,1302.6782,1299.6838,1337.342,1327.1327,1332.93613
2036,1378.315,1351.9287,1376.0973,1382.529,1381.8938,1386.2758,1361.0378,1354.4812,1349.7195,1361.6355,1368.39136
2037,1382.1161,1333.8646,1377.7407,1377.8325,1382.6418,1365.607,1334.5022,1343.3899,1333.3213,1338.7144,1356.97305
2038,1349.1138,1333.7512,1331.4358,1363.1447,1361.5139,1355.1049,1346.7754,1342.8042,1314.0673,1317.4197,1341.51309
2039,1304.4395,1303.6245,1342.8098,1313.2678,1323.3367,1323.3372,1319.1652,1292.4484,1302.7241,1306.84,1313.19932
2040,1351.8389,1352.3833,1343.4495,1338.4248,1338.6597,1357.4509,1344.2101,1352.371,1349.242,1356.5151,1348.45453
2041,1331.3477,1353.7266,1347.6819,1338.4897,1346.0139,1343.4512,1350.4944,1353.5137,1334.2595,1359.6594,1345.8638
2042,1370.647,1381.9436,1374.1584,1386.3694,1362.1294,1368.8916,1392.7642,1379.5327,1362.2711,1403.3921,1378.20995
2043,1428.457,1433.9598,1432.481,1424.7517,1420.1233,1435.9392,1462.1653,1435.176,1434.9661,1440.1902,1434.8209599999998
2044,1481.3599,1454.8866,1477.9358,1469.6326,1456.3066,1477.0791,1515.1176,1478.3502,1492.0023,1504.6782,1480.7348900000002
2045,1496.6107,1481.6002,1498.038,1475.0537,1496.0195,1490.398,1485.7769,1490.4457,1503.7322,1489.4126,1490.70875
2046,1456.7808,1450.4204,1446.8479,1455.2336,1451.2705,1467.7931,1435.0945,1470.7589,1443.4614,1452.2134,1452.98745
2047,1375.5806,1375.3381,1382.5453,1377.6521,1354.5063,1368.279,1344.6959,1372.5691,1378.9326,1373.593,1370.3692
2048,1259.8262,1259.0613,1267.6512,1255.7573,1274.24,1266.7202,1249.9072,1274.4153,1252.7662,1248.9841,1260.9329
2049,1155.3652,1156.4463,1164.9768,1158.9437,1144.8652,1138.427,1151.5939,1153.634,1158.2144,1155.5508,1153.80173
2050,1069.119,1066.7253,1078.0516,1090.7979,1066.8113,1069.4818,1064.6471,1063.1074,1065.6135,1070.7169,1070.5071799999998
2051,1028.4299,998.42444,1015.43115,1038.0803,1016.5469,1014.65,1028.0238,1023.40625,1032.0997,1011.42285,1020.6515290000001
