Date,RT_Demand,DA_Demand,RT_LMP,Dry_Bulb,Dew_Point
1-Jan-16,11513.9,11565.40 ,33.72,37,26
1-Jan-16,10964.35,11352.80 ,35.65,37,25
1-Jan-16,10574.45,11138.60 ,30.97,37,25
1-Jan-16,10385.9,11045.60 ,18.73,36,25
1-Jan-16,10421.39,11140.50 ,9.01,35,25
1-Jan-16,10720.21,11398.10 ,18.28,36,25
1-Jan-16,11183.82,11683.70 ,31.24,35,25
1-Jan-16,11554.84,12138.40 ,15.23,35,25
1-Jan-16,12111.22,12665.50 ,26.52,35,25
1-Jan-16,12803.5,13283.70 ,29.45,36,25
1-Jan-16,13261.25,13704.90 ,25.37,37,25
1-Jan-16,13548.1,13705.00 ,34.70,38,25
1-Jan-16,13733.21,13493.30 ,35.77,39,25
1-Jan-16,13793.46,13333.60 ,39.38,38,24
1-Jan-16,13811.06,13277.90 ,36.47,39,24
1-Jan-16,14051.97,13574.30 ,35.45,38,24
1-Jan-16,15007.56,15067.60 ,36.25,38,23
1-Jan-16,15727.38,15970.40 ,36.36,37,24
1-Jan-16,15511.83,15625.90 ,49.89,36,24
1-Jan-16,15103.22,15209.30 ,35.51,35,24
1-Jan-16,14642.16,14559.20 ,37.10,34,23
1-Jan-16,13968.64,13709.50 ,40.71,33,22
1-Jan-16,13083.42,12739.80 ,8.07,33,21
1-Jan-16,12162.75,11836.70 ,39.50,31,20
2-Jan-16,11431.14,11011.10 ,28.24,31,19
2-Jan-16,11013.8,10861.70 ,43.67,30,18
2-Jan-16,10785.6,10759.60 ,40.21,30,18
2-Jan-16,10735.56,10593.90 ,104.74,30,18
2-Jan-16,10824.69,10751.60 ,101.47,30,18
2-Jan-16,11252.36,11290.10 ,89.09,29,18
2-Jan-16,11930.47,11693.50 ,72.01,30,18
2-Jan-16,12557.7,12522.90 ,36.11,29,18
2-Jan-16,13266.65,13405.90 ,39.64,29,18
2-Jan-16,13715.69,13976.40 ,37.79,31,19
2-Jan-16,13901.51,14216.60 ,31.05,33,18
2-Jan-16,13883.44,14184.40 ,31.41,34,18
2-Jan-16,13787.64,13994.20 ,27.45,36,18
2-Jan-16,13649.29,13783.10 ,25.14,36,18
2-Jan-16,13655,13695.60 ,25.21,37,17
2-Jan-16,13926.49,13889.10 ,24.72,37,18
2-Jan-16,14992.92,15128.70 ,34.89,35,18
2-Jan-16,15973.87,16107.30 ,57.06,34,19
2-Jan-16,15847.55,15817.70 ,62.37,34,19
2-Jan-16,15437.57,15352.30 ,45.68,34,19
2-Jan-16,14983.23,14811.60 ,41.08,33,20
2-Jan-16,14289.29,13923.50 ,47.72,33,19
2-Jan-16,13379.07,12942.90 ,51.45,33,19
2-Jan-16,12437.44,11904.80 ,39.12,33,20
3-Jan-16,11646.84,11439.10 ,27.85,33,20
3-Jan-16,11142.86,11365.10 ,24.63,32,20
3-Jan-16,10873.13,11073.50 ,28.48,31,20
3-Jan-16,10781.18,11080.90 ,25.46,30,20
3-Jan-16,10839.05,11189.10 ,25.81,30,20
3-Jan-16,11112.34,11292.00 ,28.71,30,20
3-Jan-16,11622.94,11618.00 ,27.17,30,20
3-Jan-16,12165.82,12200.00 ,30.09,29,21
3-Jan-16,12831,13293.00 ,27.49,30,22
3-Jan-16,13296.06,13831.40 ,24.42,33,22
3-Jan-16,13492.09,13897.90 ,25.27,36,23
3-Jan-16,13670.08,13813.10 ,28.48,39,22
3-Jan-16,13791.08,13738.70 ,31.41,40,23
3-Jan-16,13739.92,13392.70 ,30.78,40,22
3-Jan-16,13714.35,13367.20 ,26.04,41,22
3-Jan-16,13928.19,13688.70 ,26.31,41,23
3-Jan-16,15150.48,14890.00 ,31.47,39,23
3-Jan-16,16299.93,16382.10 ,39.07,38,23
3-Jan-16,16211.82,16002.40 ,39.52,37,23
3-Jan-16,15784.25,15610.50 ,32.88,36,23
3-Jan-16,15209.78,15055.90 ,35.82,35,23
3-Jan-16,14186.04,13982.00 ,29.78,33,24
3-Jan-16,13046.84,12680.80 ,17.73,33,23
3-Jan-16,12025.94,11698.00 ,0.00,32,23
4-Jan-16,11386.85,11663.30 ,30.19,31,23
4-Jan-16,11061.36,11574.40 ,-32.08,30,23
4-Jan-16,10960.52,11436.00 ,-17.05,30,22
4-Jan-16,11064.42,11489.80 ,5.82,30,21
4-Jan-16,11502.53,11697.20 ,15.21,29,20
4-Jan-16,12699.45,12780.90 ,-37.15,28,18
4-Jan-16,14690.46,14755.70 ,34.13,28,17
4-Jan-16,15832.95,16313.70 ,33.35,26,15
4-Jan-16,16089.82,16375.20 ,27.23,25,13
4-Jan-16,16264.17,16521.10 ,25.14,24,11
4-Jan-16,16330.65,16545.90 ,34.20,23,10
4-Jan-16,16352.92,16496.10 ,34.93,23,9
4-Jan-16,16325.36,16287.70 ,35.05,23,8
4-Jan-16,16359.8,16227.60 ,35.66,23,8
4-Jan-16,16348.29,16166.70 ,39.54,24,8
4-Jan-16,16623.64,16430.70 ,45.70,22,7
4-Jan-16,17683.92,17654.20 ,51.05,21,6
4-Jan-16,18862.41,18892.40 ,68.34,19,5
4-Jan-16,18881.48,18765.80 ,68.91,17,2
4-Jan-16,18523.61,18353.00 ,59.30,15,1
4-Jan-16,17958.02,17769.30 ,58.91,14,0
4-Jan-16,16876.24,16594.70 ,51.78,13,-1
4-Jan-16,15529.27,15283.60 ,40.92,12,-2
4-Jan-16,14381.99,14069.90 ,22.07,11,-2
5-Jan-16,13654.19,12819.70 ,80.43,10,-3
5-Jan-16,13325.32,12340.00 ,71.88,8,-4
5-Jan-16,13207.71,12275.00 ,61.91,8,-5
5-Jan-16,13255.67,12277.80 ,43.97,7,-5
5-Jan-16,13696.98,12650.30 ,41.80,7,-5
5-Jan-16,14840.39,13746.90 ,59.99,6,-6
5-Jan-16,16763.2,16193.30 ,157.37,6,-5
5-Jan-16,17706.11,17387.60 ,360.00,6,-5
5-Jan-16,17679.01,17231.10 ,107.45,7,-4
5-Jan-16,17499.32,17085.40 ,93.90,10,-4
5-Jan-16,17307.45,17046.10 ,71.86,14,-4
5-Jan-16,17072.11,16691.80 ,108.82,17,-4
5-Jan-16,16761.28,16365.60 ,98.49,19,-3
5-Jan-16,16636.9,16071.60 ,73.71,22,-3
5-Jan-16,16513.7,15822.10 ,64.14,23,-3
5-Jan-16,16699.87,16058.80 ,54.13,25,-3
5-Jan-16,17698.12,17148.20 ,56.13,25,-3
5-Jan-16,18926.82,18545.20 ,80.46,22,-2
5-Jan-16,18910.65,18468.50 ,78.59,21,-2
5-Jan-16,18540.3,17727.10 ,64.16,20,0
5-Jan-16,17929.53,17130.80 ,53.10,20,0
5-Jan-16,16836.39,15851.00 ,50.14,20,0
5-Jan-16,15423.53,14351.30 ,50.38,18,1
5-Jan-16,14200.7,12843.30 ,49.94,17,2
6-Jan-16,13450.9,12685.90 ,115.40,17,2
6-Jan-16,13092.22,12541.10 ,76.66,17,2
6-Jan-16,12924.43,12333.90 ,61.20,17,1
6-Jan-16,12952.64,12342.50 ,64.43,16,1
6-Jan-16,13339.48,12857.70 ,46.35,17,1
6-Jan-16,14461.76,13804.40 ,51.77,14,1
6-Jan-16,16342.13,15825.70 ,203.09,16,0
6-Jan-16,17311.29,16898.10 ,149.96,15,1
6-Jan-16,17185.75,16316.30 ,75.38,17,2
6-Jan-16,16812.06,16063.20 ,62.52,21,4
6-Jan-16,16475.08,16197.80 ,47.26,27,4
6-Jan-16,16121.56,15858.40 ,43.40,31,3
6-Jan-16,15756.51,15535.60 ,37.97,36,3
6-Jan-16,15591.82,15349.60 ,39.25,39,3
6-Jan-16,15521.35,15173.10 ,40.63,41,1
6-Jan-16,15700.41,15375.70 ,34.86,41,1
6-Jan-16,16690.9,16476.40 ,57.49,39,-1
6-Jan-16,17959.67,17656.40 ,100.23,36,1
6-Jan-16,17943.9,17510.30 ,102.87,34,3
6-Jan-16,17561.43,16888.50 ,91.22,32,5
6-Jan-16,16964.21,16338.10 ,63.86,31,5
6-Jan-16,15873.07,15204.50 ,51.98,30,7
6-Jan-16,14492.37,13795.70 ,32.44,28,8
6-Jan-16,13329.14,12545.20 ,36.78,27,8
7-Jan-16,12591.94,12408.90 ,38.98,26,8
7-Jan-16,12228.27,12417.10 ,38.02,25,9
7-Jan-16,12090.29,12330.40 ,38.21,23,8
7-Jan-16,12141.64,12273.20 ,37.87,23,8
7-Jan-16,12554.52,12367.90 ,37.25,21,8
7-Jan-16,13699.02,13132.30 ,35.96,21,8
7-Jan-16,15668.18,15158.30 ,58.21,21,8
7-Jan-16,16653.3,16440.60 ,64.52,20,8
7-Jan-16,16508.49,16141.80 ,63.77,21,7
7-Jan-16,16196,16000.20 ,35.42,26,10
7-Jan-16,15923.07,15787.30 ,30.06,31,9
7-Jan-16,15635.68,15672.70 ,27.28,35,7
7-Jan-16,15348.63,15268.60 ,26.71,37,7
7-Jan-16,15216.34,15289.00 ,28.93,38,9
7-Jan-16,15152.52,15194.60 ,27.63,39,10
7-Jan-16,15342.99,15513.70 ,23.98,39,9
7-Jan-16,16295.33,16327.30 ,33.21,38,11
7-Jan-16,17545.11,17461.30 ,67.25,35,11
7-Jan-16,17546.35,17457.50 ,68.93,31,11
7-Jan-16,17218.85,16792.70 ,54.13,30,12
7-Jan-16,16641.13,16056.40 ,46.50,29,14
7-Jan-16,15635.4,15014.30 ,34.91,27,15
7-Jan-16,14311.71,13700.50 ,32.96,27,16
7-Jan-16,13148.25,12608.10 ,18.73,26,17
8-Jan-16,12429.77,12406.80 ,26.46,26,17
8-Jan-16,12057.05,12321.00 ,27.17,25,17
8-Jan-16,11862.78,12352.80 ,16.75,25,17
8-Jan-16,11884.85,12325.70 ,19.72,25,18
8-Jan-16,12258.13,12457.60 ,30.47,24,17
8-Jan-16,13314.57,12864.80 ,24.42,24,18
8-Jan-16,15202.69,15264.50 ,29.79,25,18
8-Jan-16,16191.03,16324.60 ,38.77,25,18
8-Jan-16,16188.09,16046.30 ,37.32,26,19
8-Jan-16,16094.55,15982.70 ,30.80,30,21
8-Jan-16,16028.44,15788.30 ,29.41,33,24
8-Jan-16,15882.28,15579.70 ,28.93,35,25
8-Jan-16,15677.07,15570.00 ,28.57,37,27
8-Jan-16,15598.66,15301.00 ,28.95,37,28
8-Jan-16,15502.52,15227.60 ,25.30,39,28
8-Jan-16,15629.93,15359.60 ,28.25,38,28
8-Jan-16,16407.62,16138.60 ,28.66,37,29
8-Jan-16,17006.51,17255.10 ,29.65,37,29
8-Jan-16,16692.37,17012.20 ,26.93,37,29
8-Jan-16,16151.45,16324.90 ,25.61,37,30
8-Jan-16,15542.52,15514.60 ,23.48,37,30
8-Jan-16,14676.66,14549.90 ,19.42,37,30
8-Jan-16,13560.14,13274.90 ,20.56,37,30
8-Jan-16,12472.87,12484.90 ,10.82,36,30
9-Jan-16,11622.35,11893.90 ,9.92,36,30
9-Jan-16,11147.23,11577.90 ,19.11,36,30
9-Jan-16,10873.95,11385.40 ,21.27,36,30
9-Jan-16,10761.95,11262.20 ,13.86,36,31
9-Jan-16,10846.33,11319.60 ,25.35,36,31
9-Jan-16,11272.04,11701.80 ,20.47,35,31
9-Jan-16,11996.23,11979.90 ,16.79,35,31
9-Jan-16,12835.66,12725.60 ,18.76,35,31
9-Jan-16,13694.74,13390.90 ,18.17,35,32
9-Jan-16,14337.42,14102.30 ,23.79,36,32
9-Jan-16,14608.06,14365.10 ,33.96,37,33
9-Jan-16,14603.46,14427.30 ,30.96,38,33
9-Jan-16,14443.5,13998.10 ,29.30,40,34
9-Jan-16,14252.78,13883.50 ,24.52,40,34
9-Jan-16,14069.27,13823.90 ,20.68,41,34
9-Jan-16,14146.8,13930.60 ,18.34,41,34
9-Jan-16,14957.17,14812.70 ,21.29,40,34
9-Jan-16,15712.93,15958.00 ,25.74,39,35
9-Jan-16,15464.26,15332.00 ,22.29,39,35
9-Jan-16,14974.96,14763.00 ,21.38,39,35
9-Jan-16,14454.82,14213.60 ,17.35,39,35
9-Jan-16,13744.37,13457.30 ,14.88,38,35
9-Jan-16,12855.8,12376.60 ,-20.56,38,35
9-Jan-16,11965.1,11870.10 ,-39.56,37,35
10-Jan-16,11172.86,10819.40 ,17.90,37,35
10-Jan-16,10655.7,10562.00 ,19.98,38,35
10-Jan-16,10349.58,10675.90 ,1.89,39,37
10-Jan-16,10217.45,10570.60 ,3.79,39,37
10-Jan-16,10258.94,10633.60 ,-57.37,39,37
10-Jan-16,10530.77,10734.20 ,13.53,39,37
10-Jan-16,11017.16,10928.40 ,12.98,40,38
10-Jan-16,11719.91,11404.40 ,19.71,41,39
10-Jan-16,12616.85,12100.20 ,19.97,41,40
10-Jan-16,13485.43,12857.20 ,28.79,44,42
10-Jan-16,14088.65,13313.30 ,28.92,47,45
10-Jan-16,14463,13488.60 ,31.39,49,48
10-Jan-16,14613.11,13527.50 ,28.54,49,48
10-Jan-16,14513.9,13312.30 ,35.01,51,50
10-Jan-16,14427.16,13089.20 ,24.28,54,52
10-Jan-16,14473.14,13376.00 ,19.70,55,53
10-Jan-16,15121.56,14296.40 ,28.48,55,54
10-Jan-16,15684.26,15454.90 ,28.66,55,54
10-Jan-16,15406.93,14758.50 ,24.78,54,51
10-Jan-16,14839.25,14223.70 ,20.00,53,50
10-Jan-16,14112.52,13675.20 ,15.77,52,48
10-Jan-16,13111.98,12697.30 ,5.52,50,46
10-Jan-16,12031.52,11601.50 ,-89.84,49,43
10-Jan-16,11093.11,10921.10 ,-99.52,47,39
11-Jan-16,10467.37,11619.70 ,-153.89,45,37
11-Jan-16,10196.34,11428.20 ,-155.44,43,32
11-Jan-16,10139.47,11361.90 ,-130.77,40,28
11-Jan-16,10280.44,11349.30 ,15.85,38,24
11-Jan-16,10825.09,11495.40 ,-16.36,36,21
11-Jan-16,12066.95,12373.50 ,-99.18,34,18
11-Jan-16,14144.98,14618.50 ,34.43,32,15
11-Jan-16,15265.08,15818.90 ,19.55,30,13
11-Jan-16,15366.24,15511.40 ,22.06,30,12
11-Jan-16,15310.33,15593.90 ,15.83,31,11
11-Jan-16,15310.28,15628.70 ,24.49,31,9
11-Jan-16,15257.78,15540.00 ,30.11,31,9
11-Jan-16,15223.73,15380.10 ,28.83,32,9
11-Jan-16,15278.76,15348.50 ,26.43,32,6
11-Jan-16,15306.62,15320.50 ,28.41,33,5
11-Jan-16,15577.87,15582.90 ,33.69,31,5
11-Jan-16,16554.11,16660.80 ,38.54,30,5
11-Jan-16,17863.58,17922.20 ,82.36,28,5
11-Jan-16,17872.73,17777.90 ,87.52,27,5
11-Jan-16,17476.04,17207.10 ,49.91,26,5
11-Jan-16,16855.45,16461.10 ,42.29,25,5
11-Jan-16,15775.95,15441.40 ,33.64,24,5
11-Jan-16,14437.06,14017.90 ,26.86,24,4
11-Jan-16,13324.52,12905.00 ,15.54,23,5
12-Jan-16,12590.47,13405.30 ,10.62,21,6
12-Jan-16,12223.99,13254.60 ,8.48,21,6
12-Jan-16,12076.63,13059.30 ,0.00,20,7
12-Jan-16,12128.2,13040.20 ,31.06,20,8
12-Jan-16,12552.47,13408.10 ,31.71,19,8
12-Jan-16,13726.01,13552.80 ,24.92,19,8
12-Jan-16,15709.41,15886.00 ,39.06,18,9
12-Jan-16,16686.01,16775.10 ,36.38,19,9
12-Jan-16,16598.81,16866.80 ,36.43,20,10
12-Jan-16,16336.62,16861.60 ,34.41,23,10
12-Jan-16,16164.02,16551.20 ,33.59,26,9
12-Jan-16,16004.49,16357.70 ,29.80,28,11
12-Jan-16,15893.04,15884.60 ,34.77,31,12
12-Jan-16,15935.38,15661.30 ,32.72,33,15
12-Jan-16,15939.71,15475.80 ,31.52,34,17
12-Jan-16,16106.28,15678.20 ,33.11,35,20
12-Jan-16,16970.52,16724.60 ,36.88,35,23
12-Jan-16,17903.68,18109.60 ,39.99,33,27
12-Jan-16,17793.23,17692.70 ,37.99,32,28
12-Jan-16,17283.68,17020.50 ,37.60,32,29
12-Jan-16,16568.41,16209.10 ,33.87,31,29
12-Jan-16,15408.8,14995.60 ,32.55,31,29
12-Jan-16,14093.99,13728.70 ,19.81,31,28
12-Jan-16,12933.5,12622.50 ,1.18,29,26
13-Jan-16,12244.1,12214.40 ,32.48,29,24
13-Jan-16,11917.92,12157.90 ,33.85,27,20
13-Jan-16,11817.23,11815.70 ,24.05,26,17
13-Jan-16,11946.29,11901.00 ,25.26,23,13
13-Jan-16,12382.59,12283.20 ,32.03,23,12
13-Jan-16,13572.73,12615.40 ,12.41,23,11
13-Jan-16,15539.71,15240.00 ,42.20,23,11
13-Jan-16,16538.42,16297.70 ,47.99,23,10
13-Jan-16,16602.22,16160.40 ,37.99,23,9
13-Jan-16,16589.79,16353.20 ,34.81,24,8
13-Jan-16,16617.33,16373.40 ,36.89,25,8
13-Jan-16,16519.76,16137.10 ,39.60,25,7
13-Jan-16,16375.99,15861.90 ,37.53,26,6
13-Jan-16,16315.08,15745.60 ,38.47,26,5
13-Jan-16,16240.4,15653.70 ,36.37,26,5
13-Jan-16,16429.78,15927.40 ,36.95,26,4
13-Jan-16,17360.99,17029.30 ,38.96,24,3
13-Jan-16,18636.7,18584.10 ,43.69,23,4
13-Jan-16,18588.31,18525.80 ,39.93,21,3
13-Jan-16,18169.22,17964.30 ,39.31,21,3
13-Jan-16,17509.3,17270.00 ,38.23,19,3
13-Jan-16,16433.86,16070.50 ,43.09,19,2
13-Jan-16,15035.17,14719.20 ,35.94,19,3
13-Jan-16,13834.74,13377.40 ,33.02,19,4
14-Jan-16,13110.23,12813.00 ,28.62,19,5
14-Jan-16,12717.15,12570.80 ,36.68,18,5
14-Jan-16,12562.94,12340.40 ,36.64,18,5
14-Jan-16,12590.91,12279.00 ,22.42,18,6
14-Jan-16,12925.86,12556.10 ,33.31,18,6
14-Jan-16,14027.96,13518.90 ,34.99,19,6
14-Jan-16,15963.29,16038.70 ,34.75,19,6
14-Jan-16,17039.74,16965.40 ,50.07,19,8
14-Jan-16,17117.92,16685.70 ,53.09,19,10
14-Jan-16,17052.79,16476.00 ,56.26,19,11
14-Jan-16,16745.63,16355.80 ,33.91,22,12
14-Jan-16,16378.52,16267.30 ,32.13,24,12
14-Jan-16,16104.55,16069.50 ,30.66,26,11
14-Jan-16,16033.48,15860.20 ,30.87,28,11
14-Jan-16,15964.25,15645.60 ,31.46,29,11
14-Jan-16,16182.56,15861.90 ,32.16,29,11
14-Jan-16,17009.82,16950.70 ,35.29,29,11
14-Jan-16,18169.4,18211.70 ,38.32,28,12
14-Jan-16,18124.62,17977.00 ,36.70,27,12
14-Jan-16,17693.72,17368.40 ,35.70,26,13
14-Jan-16,17064.59,16601.70 ,34.88,25,13
14-Jan-16,16012.59,15393.20 ,30.11,24,14
14-Jan-16,14661.85,13811.80 ,31.48,25,15
14-Jan-16,13482.39,12573.60 ,27.62,25,16
15-Jan-16,12665.17,12695.50 ,26.12,25,16
15-Jan-16,12237.17,12433.50 ,13.99,25,17
15-Jan-16,12027.25,12183.70 ,16.72,25,18
15-Jan-16,12037.92,12202.10 ,23.94,24,17
15-Jan-16,12389.36,12352.60 ,20.46,24,18
15-Jan-16,13451.83,13203.80 ,28.34,24,18
15-Jan-16,15298.05,15257.60 ,20.83,24,18
15-Jan-16,16314.51,16268.70 ,35.26,26,19
15-Jan-16,16450.36,16215.00 ,31.87,27,20
15-Jan-16,16433.08,16156.90 ,30.01,28,20
15-Jan-16,16259.47,16097.90 ,27.42,30,21
15-Jan-16,16002.9,15733.50 ,24.29,33,22
15-Jan-16,15785.32,15491.50 ,18.14,34,23
15-Jan-16,15602.02,15262.90 ,19.22,36,24
15-Jan-16,15459.1,15097.70 ,16.89,37,25
15-Jan-16,15490.56,15281.40 ,16.52,37,26
15-Jan-16,16158.09,16158.60 ,18.41,37,26
15-Jan-16,16892.03,17176.80 ,25.24,36,27
15-Jan-16,16586.98,16625.70 ,17.27,36,27
15-Jan-16,16090.74,16076.80 ,20.37,35,27
15-Jan-16,15478.68,15290.60 ,18.71,35,28
15-Jan-16,14647.48,14363.30 ,20.95,35,29
15-Jan-16,13555.49,13190.90 ,9.83,36,30
15-Jan-16,12487.59,12191.30 ,59.05,35,30
16-Jan-16,11661.66,11590.10 ,27.64,35,31
16-Jan-16,11182.93,11073.20 ,23.27,35,32
16-Jan-16,10919.58,10924.20 ,18.15,35,33
16-Jan-16,10812.31,10927.90 ,22.84,35,33
16-Jan-16,10908.45,11026.70 ,23.30,35,33
16-Jan-16,11306.87,11129.60 ,23.15,35,33
16-Jan-16,12052.52,11803.90 ,26.06,35,33
16-Jan-16,12938.32,12425.10 ,28.50,35,33
16-Jan-16,13914.19,13385.80 ,38.82,35,33
16-Jan-16,14724.16,14105.20 ,50.46,36,34
16-Jan-16,15124.02,14445.80 ,38.57,36,34
16-Jan-16,15144.69,14536.40 ,37.26,36,34
16-Jan-16,14890.7,14195.90 ,35.85,37,34
16-Jan-16,14632.32,13906.10 ,33.97,38,34
16-Jan-16,14431.4,13592.40 ,34.29,38,34
16-Jan-16,14412.22,13782.80 ,33.34,39,35
16-Jan-16,14999.64,14833.30 ,39.95,39,34
16-Jan-16,15700.4,15883.90 ,47.56,38,34
16-Jan-16,15526.51,15701.10 ,39.57,38,34
16-Jan-16,14930.13,15105.60 ,33.61,37,33
16-Jan-16,14626.26,14628.60 ,38.11,37,32
16-Jan-16,13887.07,13740.00 ,30.02,38,32
16-Jan-16,13019.78,12808.50 ,28.33,38,30
16-Jan-16,12121.59,11700.50 ,25.39,36,30
17-Jan-16,11370.76,12072.00 ,23.86,36,28
17-Jan-16,10927.1,11772.00 ,22.08,35,27
17-Jan-16,10707.43,11777.70 ,15.90,35,26
17-Jan-16,10658.99,11646.50 ,14.26,34,23
17-Jan-16,10777.94,11718.40 ,19.88,33,23
17-Jan-16,11099.19,12039.10 ,26.19,32,21
17-Jan-16,11690.69,12256.50 ,26.05,31,20
17-Jan-16,12304.98,12679.10 ,24.67,30,20
17-Jan-16,13060.21,13387.00 ,19.27,30,20
17-Jan-16,13687.62,14065.10 ,21.83,32,20
17-Jan-16,14157.87,14453.50 ,31.04,33,20
17-Jan-16,14435.37,14536.90 ,33.53,33,20
17-Jan-16,14597.03,14431.10 ,35.62,33,20
17-Jan-16,14622.68,14283.70 ,33.66,33,19
17-Jan-16,14630.05,14089.70 ,36.26,33,19
17-Jan-16,14839.01,14342.70 ,37.11,33,19
17-Jan-16,15668.03,15366.10 ,47.37,32,19
17-Jan-16,16447.39,16676.30 ,77.55,31,19
17-Jan-16,16275.01,16308.30 ,40.95,31,19
17-Jan-16,15761.44,15779.30 ,44.53,30,20
17-Jan-16,15288.13,15319.00 ,42.68,29,21
17-Jan-16,14419.69,14324.70 ,36.90,28,22
17-Jan-16,13478.42,13271.70 ,35.14,28,22
17-Jan-16,12540.33,12263.90 ,29.91,28,22
18-Jan-16,11874.88,12197.30 ,-12.79,28,22
18-Jan-16,11498.86,12040.10 ,25.85,27,22
18-Jan-16,11351.44,11876.90 ,24.90,27,23
18-Jan-16,11393.37,11857.40 ,19.48,27,23
18-Jan-16,11737.03,12032.20 ,5.15,26,22
18-Jan-16,12621.27,12456.10 ,-43.64,26,21
18-Jan-16,13925.67,14231.00 ,-19.51,25,18
18-Jan-16,14973.34,15498.30 ,21.82,23,15
18-Jan-16,15770.89,16075.80 ,30.19,23,13
18-Jan-16,16244.63,16331.30 ,44.21,22,9
18-Jan-16,16510.38,16494.60 ,58.89,23,10
18-Jan-16,16577,16517.60 ,53.66,24,8
18-Jan-16,16487.77,16356.00 ,63.67,24,7
18-Jan-16,16472.33,16117.90 ,41.63,25,5
18-Jan-16,16435.61,16003.20 ,39.30,25,6
18-Jan-16,16589.8,16162.90 ,39.68,24,4
18-Jan-16,17420.33,17450.60 ,48.57,22,4
18-Jan-16,18701.82,18934.60 ,82.41,22,4
18-Jan-16,18636.67,18756.70 ,70.39,21,3
18-Jan-16,18218.7,18074.30 ,65.46,20,2
18-Jan-16,17567.66,17260.40 ,97.54,20,2
18-Jan-16,16467.28,16140.50 ,56.97,19,2
18-Jan-16,15163.88,14649.80 ,51.75,18,2
18-Jan-16,14048.97,13731.30 ,41.26,17,2
19-Jan-16,13366.42,14178.60 ,23.21,17,2
19-Jan-16,13034.69,13779.70 ,21.30,16,1
19-Jan-16,12912.75,13564.40 ,24.42,16,0
19-Jan-16,12977.9,13606.10 ,29.93,16,0
19-Jan-16,13403.58,14035.80 ,38.98,16,-1
19-Jan-16,14574.28,14535.20 ,36.70,15,-1
19-Jan-16,16549.26,16997.60 ,52.64,15,-1
19-Jan-16,17509.21,18112.80 ,58.48,15,0
19-Jan-16,17513.84,17788.40 ,43.22,16,0
19-Jan-16,17446.34,17729.50 ,42.72,17,1
19-Jan-16,17428.78,17633.60 ,39.92,19,1
19-Jan-16,17359.92,17236.00 ,40.97,20,1
19-Jan-16,17235.86,17049.10 ,52.80,21,2
19-Jan-16,17221.13,16820.10 ,55.57,22,2
19-Jan-16,17208.5,16663.70 ,46.00,22,2
19-Jan-16,17334.61,16827.30 ,60.90,22,3
19-Jan-16,17966.32,17921.30 ,64.81,22,3
19-Jan-16,19144.58,19424.00 ,85.43,21,4
19-Jan-16,19150.73,19231.40 ,68.94,21,5
19-Jan-16,18744.77,18506.00 ,63.17,21,5
19-Jan-16,18080.37,17617.00 ,68.89,20,6
19-Jan-16,16893,16450.60 ,58.23,20,6
19-Jan-16,15454.05,15038.30 ,51.55,21,7
19-Jan-16,14239.7,13562.40 ,39.12,20,7
20-Jan-16,13483.75,13066.90 ,46.29,20,7
20-Jan-16,13093.37,12907.30 ,40.03,21,8
20-Jan-16,12926.17,12755.40 ,38.29,21,8
20-Jan-16,12955.28,12838.20 ,38.03,20,7
20-Jan-16,13300.37,13170.00 ,40.58,20,7
20-Jan-16,14424.93,13893.60 ,48.61,20,7
20-Jan-16,16338.91,16032.70 ,55.57,20,7
20-Jan-16,17268.43,16869.10 ,66.05,19,7
20-Jan-16,17200.22,16649.50 ,61.00,19,7
20-Jan-16,16955.69,16546.90 ,57.43,22,7
20-Jan-16,16716.49,16412.70 ,39.88,24,8
20-Jan-16,16452.58,16196.40 ,38.20,26,8
20-Jan-16,16189.47,15887.70 ,37.84,28,8
20-Jan-16,16103.05,15783.70 ,34.35,30,8
20-Jan-16,16030.79,15658.80 ,37.07,31,8
20-Jan-16,16248.32,15828.60 ,36.60,31,8
20-Jan-16,17074.17,16726.40 ,39.42,30,8
20-Jan-16,18313.63,18257.10 ,43.00,29,7
20-Jan-16,18303.23,18134.60 ,54.81,27,8
20-Jan-16,17896.75,17336.50 ,51.99,26,8
20-Jan-16,17234.44,16687.60 ,47.12,26,9
20-Jan-16,16131.16,15546.90 ,42.65,26,9
20-Jan-16,14741.28,14065.80 ,44.48,25,9
20-Jan-16,13569.38,12910.40 ,38.60,24,9
21-Jan-16,12860.19,12787.10 ,43.43,23,9
21-Jan-16,12504.49,12591.20 ,41.63,22,9
21-Jan-16,12354.58,12600.60 ,38.78,22,9
21-Jan-16,12419.27,12697.80 ,37.77,20,9
21-Jan-16,12821.26,12851.60 ,37.85,20,9
21-Jan-16,13984.86,13877.90 ,38.16,20,8
21-Jan-16,15947.16,16176.80 ,37.03,18,9
21-Jan-16,16912.4,17018.50 ,50.21,18,8
21-Jan-16,16779.49,16764.80 ,38.70,19,9
21-Jan-16,16526.46,16690.40 ,30.75,22,9
21-Jan-16,16306.61,16545.10 ,25.53,25,9
21-Jan-16,16096.48,16340.90 ,34.03,27,8
21-Jan-16,15843.06,16134.70 ,23.09,29,8
21-Jan-16,15740.37,16009.40 ,16.63,30,7
21-Jan-16,15685.62,15864.50 ,23.98,31,7
21-Jan-16,15931.54,16046.90 ,23.43,31,6
21-Jan-16,16775.63,16955.60 ,29.34,30,5
