,0,1,2,3,4,5,6,7,8,9,avg
0,10586.531,10636.703,10341.109,10404.556,10741.554,10541.567,10582.414,10440.57,10470.302,10538.877,10528.4183
1,10169.334,10220.206,9934.416,10058.824,10298.668,10160.691,10037.656,10225.186,10034.34,10079.568,10121.8889
2,9902.836,9988.461,9669.832,9677.854,9944.226,9884.26,9871.918,9775.561,9803.926,9932.807,9845.1681
3,9678.461,9749.056,9749.343,9722.295,9848.27,9683.113,9804.366,9859.053,9485.775,9930.292,9751.0024
4,9900.948,9925.011,9988.429,9963.465,10084.226,10306.5,10073.178,10217.605,9672.091,10176.485,10030.7938
5,10468.25,10259.081,10512.402,10524.939,10541.923,10793.334,10729.692,10970.863,10209.463,10617.947,10562.7894
6,11169.695,11087.342,11329.443,11210.023,11204.593,11601.451,11729.639,11918.066,11047.435,11426.854,11372.4541
7,11772.585,11989.216,12032.697,12064.635,11886.041,12401.848,12676.306,12564.6,11676.209,12039.492,12110.3629
8,12209.344,12334.498,12657.959,12544.107,12406.764,12848.764,13142.984,12993.408,12092.17,12541.887,12577.1885
9,12200.367,12385.825,12646.967,12792.408,12386.627,12924.541,13040.967,12894.309,12425.43,12575.579,12627.302
10,12073.857,12326.262,12669.633,12778.398,12676.738,12796.6,12900.494,12627.087,12492.674,12479.389,12582.1132
11,12126.235,12361.099,12467.465,12515.534,12360.574,12789.972,12711.877,12342.006,12286.295,12404.482,12436.5539
12,12041.205,12130.732,12464.109,12448.322,12328.559,12533.65,12671.006,12338.172,12332.43,11888.602,12317.6787
13,12281.722,12075.215,12430.777,12304.777,12135.415,12541.402,12619.754,12357.531,12219.871,11820.58,12278.7044
14,12260.654,12091.427,12178.0625,12202.03,12261.526,12490.659,12623.176,12474.08,12233.325,11847.285,12266.22245
15,12606.447,12529.986,12299.249,12571.379,12729.471,12792.957,12692.209,12914.557,12584.734,12224.891,12594.588
16,13069.736,13162.115,12612.038,13052.736,13202.123,13402.236,13150.699,13445.625,12984.264,12971.517,13105.3089
17,13612.174,13725.203,13261.129,13370.784,13781.3125,14028.125,13729.923,13779.093,13470.252,13535.426,13629.34215
18,13983.049,13779.068,13578.99,13635.391,14124.082,14168.449,13958.816,13976.838,13666.348,13867.898,13873.8929
19,13928.57,13486.118,13645.396,13638.544,13930.596,14138.084,13943.136,13749.701,13723.057,13606.025,13778.9227
20,13535.111,13050.89,13123.699,13292.842,13338.217,13570.006,13375.861,13225.412,13220.236,13085.808,13281.8082
21,12557.484,12434.617,12312.326,12512.525,12556.605,12727.646,12375.48,12469.348,12385.354,12271.881,12460.3266
22,11485.143,11610.38,11229.359,11468.961,11745.8,11759.532,11189.083,11529.379,11448.536,11455.144,11492.1317
23,10564.92,10884.509,10499.293,10645.058,10662.114,10762.253,10347.727,10616.56,10565.947,10721.627,10627.0008
24,10098.727,10188.932,9910.102,9941.894,10242.956,10043.947,10164.812,9993.066,10154.926,10057.395,10079.6757
25,9729.911,9927.687,9716.484,9846.105,10035.019,9849.626,9792.782,9943.592,9833.957,9732.21,9840.7373
26,9603.982,9717.854,9722.943,9571.429,9865.386,9769.414,9899.385,9737.2,9700.729,9710.83,9729.9152
27,9676.563,9834.385,10134.415,9985.207,10059.064,9893.018,10091.71,10050.938,9702.231,9891.685,9931.9216
28,10310.361,10328.791,10755.617,10514.207,10644.801,10700.395,10727.989,10702,10289.208,10449.27,10542.2639
29,11161.924,10981.676,11568.649,11372.55,11251.1875,11479.676,11647.652,11652.027,11028.741,11315.778,11345.98605
30,11760.5205,11775.1045,12199.53,12032.115,12024.326,12241.401,12501.284,12657.703,11816.986,12025.967,12103.4937
31,12115.586,12362.955,12634.076,12464.814,12362.934,12787.65,13034.076,12918.636,12232.309,12448.024,12536.106
32,12210.373,12466.436,12753.9375,12595.994,12506.202,12905.65,13256.723,12934.695,12263.219,12381.156,12627.43855
33,12017.684,12302.926,12590.547,12722.443,12268.679,12865.927,13069.273,12622.66,12321.664,12250.471,12503.2274
34,11890.321,12092.513,12452.002,12626.566,12409.526,12671.852,12838.465,12301.291,12339.118,12130.982,12375.2636
35,11979.961,12166.385,12319.283,12416.101,12163.309,12610.596,12571.641,12125.714,12077.061,12143.552,12257.3603
36,12036.868,12032.615,12195.154,12424.064,12218.878,12393.946,12669.947,12163.223,12151.154,11712.405,12199.8254
37,12295.608,12030.024,12390.435,12302.104,12198.76,12490.171,12702.769,12255.396,12107.529,11712.909,12248.5705
38,12546.089,12224.988,12487.03,12481.43,12590.057,12510.254,12850.959,12520.957,12351.152,12034.191,12459.7107
39,13031.111,12798.376,12967.106,12973.693,13198.159,12972.664,13031.342,13129.16,12920.121,12496.9375,12951.86695
40,13514.745,13459.75,13500.17,13514.598,13757.943,13697.655,13547.95,13754.322,13417.551,13187.699,13535.2383
41,13885.551,13726.59,13904.898,13593.808,14035.291,14135.315,13827.307,13948.674,13741.502,13582.029,13838.0965
42,13789.291,13510.8955,13689.471,13538.795,13951.141,14052.633,13830.943,13831.586,13632.229,13634.074,13746.10585
43,13279.676,12886.52,13298.198,13062.45,13335.865,13605.756,13471.898,13201.24,13232.246,12988.619,13236.2468
44,12495.149,12241.55,12449.23,12347.606,12517.955,12674.45,12504.701,12213.165,12428.713,12106.232,12397.8751
45,11448.652,11493.415,11493.335,11471.389,11640.344,11817.03,11483.524,11360.39,11449.259,11145.451,11480.2789
46,10582.888,10668.938,10470.654,10485.817,10775.982,10876.614,10459.971,10571.779,10711.715,10409.429,10601.3787
47,9912.046,10212.099,9854.359,10033.24,10025.574,10063.749,9815.873,9819.007,10071.668,9931.841,9973.9456
48,9744.075,9806.965,9727.717,9498.417,9928.397,9727.86,9889.374,9516.697,9869.581,9538.311,9724.7394
49,9678.782,9760.956,9728.286,9612.196,9883.089,9695.511,9681.72,9695.87,9814.505,9440.066,9699.0981
50,9914.88,9855.352,10053.6875,9605.932,10081.061,10017.539,10051.136,9896.442,9990.622,9759.617,9922.62685
51,10405.262,10499.7295,10750.056,10316.5205,10593.24,10529.604,10648.397,10689.944,10378.791,10216.219,10502.7763
52,11172.831,11294.838,11608.382,11157.941,11373.656,11458.482,11627.575,11527.239,11169.712,11060.061,11345.0717
53,11915.809,11889.449,12461.602,12086.423,11913.277,12207.354,12510.526,12140.043,11803.09,12054.363,12098.1936
54,12186.902,12252.54,12838.541,12593.097,12574.199,12677.049,13024.924,12674.399,12282.307,12410.561,12551.4519
55,12211.641,12444.158,13020.838,12696.514,12476.565,12830.811,13183.533,12513.6,12488.951,12590.218,12645.6829
56,12147.683,12470.071,12818.684,12487.625,12376.745,12621.488,13172.779,12480.865,12198.739,12364.145,12513.8824
57,11916.484,12259.707,12594.504,12372.596,12130.326,12605.315,13032.529,12255.812,12062.358,12148.69,12337.8321
58,11761.514,11929.941,12381.647,12292.584,12186.551,12469.178,12733.018,11915.704,12032.283,11899.195,12160.1615
59,11813.098,12175.107,12325.697,12108.515,12049.868,12472.186,12494.687,11774.546,11950.875,11991.354,12115.5933
60,12013.001,12112.855,12251.802,12221.593,12243.375,12445.132,12518.613,11839.272,12141.175,11738.052,12152.487
61,12382.394,12417.279,12679.209,12378.115,12510.902,12648.205,12817.199,12113.571,12313.133,11852.64,12411.2647
62,12865.531,12826.244,12967.4,12903.879,13210.363,12922.869,13175.221,12626.85,12843.589,12578.895,12892.0841
63,13519.838,13291.646,13555.645,13488.79,13733.775,13485.23,13412.555,13475.586,13355.916,12966.327,13428.5308
64,13862.133,13633.641,13945.273,13897.954,14032.109,13903.076,13703.896,13944.3955,13695.454,13405.506,13802.34375
65,13866.515,13409.423,13973.219,13714.451,13836.744,14039.741,13690.016,13893.942,13589.24,13426.621,13743.9912
66,13192.793,12888.094,13238.485,13323.949,13331.207,13478.597,13229.7295,13328.348,13108.226,13172.891,13229.23195
67,12288.33,11993.848,12454.139,12421.897,12559.148,12627.422,12527.641,12394.979,12397.715,12097.002,12376.2121
68,11400.039,11148.587,11415.484,11391.228,11587.886,11546.673,11426.731,11315.068,11458.42,11126.028,11381.6144
69,10490.051,10542.934,10559.398,10498.151,10716.184,10770.705,10389.499,10631.387,10459.5625,10277.54,10533.54115
70,9937.972,9953.099,9859.338,9709.246,10049.679,10108.722,9835.321,10138.2705,9886.958,9805.62,9928.42255
71,9498.754,9761.733,9605.236,9557.448,9673.109,9652.497,9481.555,9699.169,9411.665,9581.932,9592.3098
72,9501.552,9760.395,9843.949,9361.974,9819.648,9666.123,9812.063,9255.121,9752.949,9330.2,9610.3974
73,9868.244,10024.959,10082.482,9818.665,10034.296,10011.732,9966.9,9736.048,10086.956,9566.252,9919.6534
74,10548.907,10505.913,10684.456,10271.974,10571.43,10639.761,10745.691,10293.016,10612.116,10353.482,10522.6746
