Date,RT_Demand,Hr_End,DA_Demand,DA_LMP,DA_EC,DA_CC,DA_MLC,RT_LMP,RT_EC,RT_CC,RT_MLC,Dry_Bulb,Dew_Point,week,day,month,d_1,w_1
1-Jan-16,1102.71,1,933.9,39.83,40.79,0.02,-0.98,32.67,33.51,0,-0.84,35,30,5,1,1,1125,967
1-Jan-16,1056.04,2,897.3,35.3,36.3,0.02,-1.02,34.42,35.38,0,-0.96,33,28,5,1,1,1090,923
1-Jan-16,1026.56,3,907.2,30,30.83,0.02,-0.85,29.89,30.73,0,-0.84,34,27,5,1,1,1072,905
1-Jan-16,1015.98,4,913.3,29.49,30.29,0,-0.8,17.98,18.58,0,-0.6,33,26,5,1,1,1071,897
1-Jan-16,1018.52,5,933.8,29.56,30.4,0,-0.84,8.64,8.94,0,-0.3,32,26,5,1,1,1085,908
1-Jan-16,1058.35,6,1016.8,30.95,31.68,0,-0.73,17.61,18.14,0,-0.53,32,26,5,1,1,1158,955
1-Jan-16,1110.86,7,1061.8,36.37,36.73,0,-0.36,30.39,31.03,0,-0.64,31,25,5,1,1,1293,1039
1-Jan-16,1168.63,8,1105.4,41.82,42.26,0,-0.44,14.88,15.14,0,-0.26,32,25,5,1,1,1380,1129
1-Jan-16,1235.29,9,1173.1,40.83,41.4,0,-0.57,25.89,26.38,0,-0.49,31,24,5,1,1,1430,1205
1-Jan-16,1308.08,10,1253.2,41.67,42.52,0,-0.85,28.79,29.29,0,-0.5,34,25,5,1,1,1463,1239
1-Jan-16,1359.45,11,1265.4,42.09,42.92,0,-0.83,24.79,25.24,0,-0.45,37,25,5,1,1,1472,1230
1-Jan-16,1371.26,12,1256.4,42.52,43.57,0,-1.05,33.83,34.51,0,-0.68,38,26,5,1,1,1465,1214
1-Jan-16,1364.03,13,1226.3,41.99,42.81,0,-0.82,34.8,35.55,0,-0.75,40,24,5,1,1,1428,1183
1-Jan-16,1352.68,14,1196.2,42.09,42.92,0,-0.83,38.33,39.15,0,-0.82,40,25,5,1,1,1402,1147
1-Jan-16,1343.91,15,1161.1,42,42.95,0,-0.95,35.39,36.25,0,-0.86,39,25,5,1,1,1391,1124
1-Jan-16,1371.25,16,1182.1,46,47.44,0,-1.44,34.47,35.25,0,-0.78,39,25,5,1,1,1432,1127
1-Jan-16,1461.32,17,1385.4,46.94,47.7,0,-0.76,35.31,36.04,0,-0.73,38,25,5,1,1,1528,1206
1-Jan-16,1517.88,18,1429.8,63.29,64.5,0,-1.21,35.5,36.18,0,-0.68,38,25,5,1,1,1557,1240
1-Jan-16,1480.54,19,1432.9,51.39,52.41,0,-1.02,48.41,49.6,0,-1.19,37,25,5,1,1,1500,1232
1-Jan-16,1437.53,20,1417.3,44.88,45.64,0,-0.76,34.52,35.31,0,-0.79,36,25,5,1,1,1411,1218
1-Jan-16,1379.3,21,1286.6,57.21,58.13,0,-0.92,36.36,36.93,0,-0.57,36,25,5,1,1,1351,1182
1-Jan-16,1289.39,22,1177.5,51.15,52.52,0,-1.37,40.1,40.57,0,-0.47,33,30,5,1,1,1276,1119
1-Jan-16,1202.05,23,1056.1,39.48,40.59,0,-1.11,7.88,8.04,0,-0.16,33,29,5,1,1,1221,1052
1-Jan-16,1141,24,942.6,39.76,40.64,0,-0.88,38.61,39.33,0,-0.72,31,26,5,1,1,1169,986
2-Jan-16,1075.2,1,905.6,57.19,59.27,0,-2.08,27.26,28.08,0,-0.82,31,26,6,2,1,1102.71,932
2-Jan-16,1058.75,2,874.1,42.3,43.94,0,-1.64,42.05,43.41,0,-1.36,31,22,6,2,1,1056.04,904
2-Jan-16,1043.31,3,844.5,57.18,59.36,0.01,-2.19,38.59,39.95,0,-1.36,31,21,6,2,1,1026.56,892
2-Jan-16,1042.36,4,807.3,57.42,59.36,0.01,-1.95,100.94,104.06,0,-3.12,30,20,6,2,1,1015.98,901
2-Jan-16,1035.19,5,826.8,44.81,46.66,0,-1.85,97.83,100.83,0,-3,31,19,6,2,1,1018.52,925
2-Jan-16,1082.48,6,892.2,38.18,39.52,0,-1.34,85.58,88.47,0,-2.89,30,19,6,2,1,1058.35,964
2-Jan-16,1174.26,7,1003.1,38.88,39.82,0.01,-0.95,69.62,71.56,0,-1.94,30,18,6,2,1,1110.86,1048
2-Jan-16,1243.56,8,1174.8,28.99,29.54,0.01,-0.56,34.95,35.91,0,-0.96,29,18,6,2,1,1168.63,1136
2-Jan-16,1329.57,9,1271.1,30.45,31.1,0.01,-0.66,38.16,39.39,0,-1.23,29,18,6,2,1,1235.29,1217
2-Jan-16,1389.6,10,1309.2,32.35,32.98,0.01,-0.64,36.35,37.51,0,-1.16,31,19,6,2,1,1308.08,1271
2-Jan-16,1401.78,11,1344.7,30.8,31.6,0.01,-0.81,29.74,30.81,0,-1.07,34,19,6,2,1,1359.45,1282
2-Jan-16,1374.83,12,1329.3,32.56,33.38,0.01,-0.83,30.15,31.18,0,-1.03,35,19,6,2,1,1371.26,1253
2-Jan-16,1376.26,13,1301.9,29.53,30.32,0,-0.79,26.3,27.25,0,-0.95,36,17,6,2,1,1364.03,1234
2-Jan-16,1367.28,14,1268.6,24.94,25.56,0,-0.62,24.19,24.96,0,-0.77,37,17,6,2,1,1352.68,1214
2-Jan-16,1347.9,15,1255.1,24.73,25.33,0,-0.6,24.24,25.03,0,-0.79,37,17,6,2,1,1343.91,1215
2-Jan-16,1377.2,16,1277.5,29.41,30.24,0,-0.83,23.78,24.54,0,-0.76,36,17,6,2,1,1371.25,1253
2-Jan-16,1469.23,17,1388.6,35.5,36.39,0,-0.89,33.63,34.64,0,-1.01,35,17,6,2,1,1461.32,1383
2-Jan-16,1531.78,18,1445.8,42.51,43.51,0,-1,54.93,56.7,0,-1.77,34,18,6,2,1,1517.88,1444
2-Jan-16,1492.53,19,1414.8,39.56,40.37,0,-0.81,60.12,61.99,0,-1.87,34,20,6,2,1,1480.54,1422
2-Jan-16,1439.94,20,1383.2,38.56,39.48,0,-0.92,43.97,45.39,0,-1.42,34,20,6,2,1,1437.53,1387
2-Jan-16,1377.72,21,1319.1,42.45,42.89,0,-0.44,39.78,40.85,0,-1.07,34,20,6,2,1,1379.3,1336
2-Jan-16,1295.85,22,1189,42.46,43.14,0,-0.68,46.51,47.49,0,-0.98,33,19,6,2,1,1289.39,1255
2-Jan-16,1210.36,23,1100.7,36.45,37.2,0,-0.75,50.13,51.26,0,-1.13,32,20,6,2,1,1202.05,1170
2-Jan-16,1149.43,24,1038.6,32.2,33.09,0,-0.89,38.06,38.97,0,-0.91,32,20,6,2,1,1141,1098
3-Jan-16,1097.92,1,1002.2,29.42,30.08,0,-0.66,26.95,27.7,0,-0.75,32,21,7,3,1,1075.2,1021
3-Jan-16,1066.95,2,961.9,24.58,25.21,0,-0.63,23.84,24.47,0,-0.63,33,21,7,3,1,1058.75,989
3-Jan-16,1038.76,3,948.8,25.64,26.11,0,-0.47,27.56,28.3,0,-0.74,33,21,7,3,1,1043.31,970
3-Jan-16,1036.36,4,942.1,23.99,24.36,0,-0.37,24.65,25.29,0,-0.64,33,21,7,3,1,1042.36,965
3-Jan-16,1039.24,5,968.3,22.65,23.23,0,-0.58,24.96,25.64,0,-0.68,33,21,7,3,1,1035.19,977
3-Jan-16,1072.55,6,1009.6,25.76,26.22,0,-0.46,27.93,28.55,0,-0.62,33,21,7,3,1,1082.48,1011
3-Jan-16,1125.13,7,1072.5,36.11,36.4,0,-0.29,26.54,27.03,0,-0.49,32,22,7,3,1,1174.26,1069
3-Jan-16,1212.78,8,1182.5,32.67,32.97,0,-0.3,29.46,29.96,0,-0.5,33,22,7,3,1,1243.56,1161
3-Jan-16,1313.5,9,1276.8,32.41,32.77,0,-0.36,26.9,27.38,0,-0.48,33,22,7,3,1,1329.57,1274
3-Jan-16,1379.75,10,1313.2,37.15,37.74,0,-0.59,23.9,24.32,0,-0.42,33,22,7,3,1,1389.6,1351
3-Jan-16,1391.79,11,1323.2,36.89,37.46,0,-0.57,24.78,25.17,0,-0.39,35,22,7,3,1,1401.78,1396
3-Jan-16,1406.33,12,1266.5,37.31,37.83,0,-0.52,27.92,28.38,0,-0.46,36,22,7,3,1,1374.83,1420
3-Jan-16,1392.59,13,1234.2,36.42,37.07,0,-0.65,30.81,31.31,0,-0.5,37,23,7,3,1,1376.26,1423
3-Jan-16,1374.59,14,1245.9,33.82,34.43,0,-0.61,30.09,30.66,0,-0.57,38,23,7,3,1,1367.28,1405
3-Jan-16,1360.43,15,1227.2,33.78,34.43,0,-0.65,25.44,25.93,0,-0.49,39,23,7,3,1,1347.9,1396
3-Jan-16,1388.24,16,1247.3,35.53,36.15,0,-0.62,25.71,26.2,0,-0.49,40,23,7,3,1,1377.2,1403
3-Jan-16,1501.79,17,1370.9,46.66,47.73,0,-1.07,30.67,31.32,0,-0.65,38,24,7,3,1,1469.23,1504
3-Jan-16,1561.06,18,1446.9,56.69,57.96,0,-1.27,37.96,38.89,0,-0.93,37,24,7,3,1,1531.78,1539
3-Jan-16,1527.33,19,1435.3,53.03,54.21,0,-1.18,38.46,39.34,0,-0.88,37,24,7,3,1,1492.53,1504
3-Jan-16,1485.3,20,1410.3,45.07,46.19,0,-1.12,31.91,32.72,0,-0.81,33,24,7,3,1,1439.94,1448
3-Jan-16,1415.13,21,1355.3,41.88,42.13,0,-0.25,35.08,35.7,0,-0.62,35,24,7,3,1,1377.72,1374
3-Jan-16,1296.44,22,1224.9,43,43.38,0,-0.38,29.15,29.68,0,-0.53,33,24,7,3,1,1295.85,1265
3-Jan-16,1195.71,23,1015.8,38,39.09,0,-1.09,17.26,17.67,0,-0.41,32,24,7,3,1,1210.36,1168
3-Jan-16,1132.92,24,959.6,39.08,40.33,0,-1.25,0,0,0,0,31,24,7,3,1,1149.43,1109
4-Jan-16,1084.15,1,1013.3,42.65,44.31,0,-1.66,29.25,30.01,0,-0.76,28,22,1,4,1,1097.92,1045
4-Jan-16,1064.32,2,990.8,42.42,44.09,0,-1.67,-30.83,-31.86,0,1.03,30,20,1,4,1,1066.95,1037
4-Jan-16,1065.04,3,977.2,42.4,44.12,0,-1.72,-16.39,-16.92,0,0.53,25,18,1,4,1,1038.76,1038
4-Jan-16,1078.33,4,983,42.76,44.55,0,-1.79,5.59,5.78,0,-0.19,23,19,1,4,1,1036.36,1028
4-Jan-16,1123.2,5,1021.4,45.42,47.43,0,-2.01,14.55,15.09,0,-0.54,28,17,1,4,1,1039.24,1082
4-Jan-16,1239.69,6,1147.2,46.85,48.38,0,-1.53,-35.68,-36.89,0,1.21,27,17,1,4,1,1072.55,1188
4-Jan-16,1432.71,7,1325.3,54.88,56.76,0,-1.88,32.9,33.91,0,-1.01,26,14,1,4,1,1125.13,1341
4-Jan-16,1509.28,8,1436.8,46.14,50.55,-2.52,-1.89,32.1,33.12,0,-1.02,24,13,1,4,1,1212.78,1442
4-Jan-16,1528.28,9,1448.4,43.63,47.5,-1.83,-2.04,24.66,26.88,-1.17,-1.05,22,11,1,4,1,1313.5,1480
4-Jan-16,1551.28,10,1456.5,44.23,47.53,-1.33,-1.97,22.99,24.85,-1.03,-0.83,21,11,1,4,1,1379.75,1514
4-Jan-16,1550.89,11,1460.5,47.36,49.94,-0.45,-2.13,32.76,33.97,-0.11,-1.1,21,10,1,4,1,1391.79,1520
4-Jan-16,1550.57,12,1448.5,47.27,49.66,-0.43,-1.96,33.53,34.71,0,-1.18,22,10,1,4,1,1406.33,1523
4-Jan-16,1535.26,13,1427.7,45.75,47.75,-0.26,-1.74,33.5,34.82,0,-1.32,23,8,1,4,1,1392.59,1514
4-Jan-16,1537.1,14,1417.7,46.91,49.16,-0.4,-1.85,34.03,35.42,0,-1.39,24,9,1,4,1,1374.59,1501
4-Jan-16,1518.06,15,1409.3,46.89,49.34,-0.4,-2.05,37.74,39.27,0,-1.53,24,9,1,4,1,1360.43,1490
4-Jan-16,1537.12,16,1428.3,47.77,50.24,-0.49,-1.98,43.27,45.31,-0.13,-1.91,22,7,1,4,1,1388.24,1518
4-Jan-16,1623.43,17,1499.5,55.93,60.97,-2.16,-2.88,46.68,50.42,-1.35,-2.39,21,6,1,4,1,1501.79,1606
4-Jan-16,1709.18,18,1571.3,72.56,80.64,-4.04,-4.04,61.41,67.42,-2.66,-3.35,20,5,1,4,1,1561.06,1652
4-Jan-16,1701.9,19,1558.2,86.12,96.54,-5.6,-4.82,61.46,67.98,-3.06,-3.46,17,2,1,4,1,1527.33,1639
4-Jan-16,1660.02,20,1557.4,64.4,71.06,-3.17,-3.49,53.25,58.54,-2.18,-3.11,15,1,1,4,1,1485.3,1595
4-Jan-16,1590.61,21,1488.1,55.02,60.33,-2.16,-3.15,52.7,58.15,-2.22,-3.23,13,1,1,4,1,1415.13,1547
4-Jan-16,1475.59,22,1360.7,58.09,60.29,0,-2.2,48.93,51.4,-0.14,-2.33,12,0,1,4,1,1296.44,1452
4-Jan-16,1380.3,23,1244.2,48.64,50.17,0,-1.53,39.01,40.66,0,-1.65,10,-1,1,4,1,1195.71,1337
4-Jan-16,1317.39,24,1162.5,50.09,50.27,0,-0.18,21.28,21.96,0,-0.68,10,-2,1,4,1,1132.92,1244
5-Jan-16,1252.18,1,1064.9,68.93,69.98,0,-1.05,77.75,79.98,0,-2.23,8,-3,2,5,1,1084.15,1179
5-Jan-16,1228.69,2,1033.4,61.15,62.15,0,-1,69.35,71.45,0,-2.1,7,-4,2,5,1,1064.32,1140
5-Jan-16,1227.91,3,1059.7,51.18,51.83,0,-0.65,59.9,61.55,0,-1.65,7,-4,2,5,1,1065.04,1129
5-Jan-16,1223.63,4,1062.9,50.99,51.74,0,-0.75,42.26,43.7,0,-1.44,6,-4,2,5,1,1078.33,1135
5-Jan-16,1278.23,5,1082.8,63.59,65.09,0,-1.5,39.84,41.52,0,-1.68,5,-6,2,5,1,1123.2,1178
5-Jan-16,1392.08,6,1221.2,71.14,73.61,0,-2.47,57.15,59.62,0,-2.47,5,-7,2,5,1,1239.69,1263
5-Jan-16,1555.56,7,1480.5,65.97,66.73,0,-0.76,150.57,156.65,0,-6.08,5,-7,2,5,1,1432.71,1372
5-Jan-16,1568.5,8,1567,70.16,71.21,0,-1.05,336.51,357.42,-6.08,-14.83,4,-6,2,5,1,1509.28,1457
5-Jan-16,1571.13,9,1520,59.02,59.76,0,-0.74,102.03,106.78,-0.29,-4.46,6,-5,2,5,1,1528.28,1539
5-Jan-16,1569.04,10,1501.6,65,65.83,0,-0.83,89.58,93.53,0,-3.95,10,-4,2,5,1,1551.28,1603
5-Jan-16,1568.54,11,1517.5,65.97,66.66,0,-0.69,68.66,71.7,0,-3.04,14,-4,2,5,1,1550.89,1645
5-Jan-16,1549.41,12,1525.3,60.02,60.96,0,-0.94,104.43,108.7,0,-4.27,18,-4,2,5,1,1550.57,1668
5-Jan-16,1500.93,13,1501.1,52.81,53.52,0,-0.71,93.83,98.3,0,-4.47,21,-2,2,5,1,1535.26,1670
5-Jan-16,1519.23,14,1453.2,49.95,50.57,0,-0.62,70.64,73.58,0,-2.94,23,-1,2,5,1,1537.1,1653
5-Jan-16,1505.02,15,1412.3,49.18,50,0,-0.82,61.59,63.98,0,-2.39,25,0,2,5,1,1518.06,1635
5-Jan-16,1510.59,16,1405.9,49.79,50.64,0,-0.85,51.46,53.93,0,-2.47,26,0,2,5,1,1537.12,1638
5-Jan-16,1577.69,17,1505.9,69.49,70.98,0,-1.49,52.97,55.84,0,-2.87,24,0,2,5,1,1623.43,1701
5-Jan-16,1680.95,18,1585.2,71.06,72.92,0,-1.86,76.41,80.09,0,-3.68,23,-1,2,5,1,1709.18,1751
5-Jan-16,1664.31,19,1583.7,70.18,71.84,0,-1.66,74.01,78.12,0,-4.11,21,0,2,5,1,1701.9,1689
5-Jan-16,1614.87,20,1559.7,59.48,61.07,0,-1.59,59.95,63.72,0,-3.77,21,0,2,5,1,1660.02,1624
5-Jan-16,1555.33,21,1493.7,52.44,53.49,0,-1.05,49.4,52.73,0,-3.33,20,0,2,5,1,1590.61,1540
5-Jan-16,1465.59,22,1344.1,55.67,56.44,0,-0.77,46.7,49.81,-0.22,-2.89,18,0,2,5,1,1475.59,1427
5-Jan-16,1347.33,23,1205.1,55.9,53.9,2.75,-0.75,47.89,50.12,-0.06,-2.17,16,1,2,5,1,1380.3,1307
5-Jan-16,1253.82,24,1117.9,49.91,49.55,0.47,-0.11,47.54,49.66,0,-2.12,16,0,2,5,1,1317.39,1227
6-Jan-16,1188.72,1,1056.9,73.04,77.07,-0.24,-3.79,102.21,113.93,-5.91,-5.81,14,1,3,6,1,1252.18,1183
6-Jan-16,1166.55,2,1016.8,70.22,73.73,0,-3.51,70.48,75.9,-1.23,-4.19,16,0,3,6,1,1228.69,1160
6-Jan-16,1159.35,3,1012.9,63.02,66.1,0,-3.08,55.8,60.59,-1.52,-3.27,16,0,3,6,1,1227.91,1136
6-Jan-16,1166.36,4,1027.3,63.07,66.11,0,-3.04,58.54,63.71,-1.77,-3.4,15,0,3,6,1,1223.63,1139
6-Jan-16,1215.28,5,1098.7,56.78,59.21,0,-2.43,43.44,45.96,-0.16,-2.36,16,0,3,6,1,1278.23,1176
6-Jan-16,1328.84,6,1274.1,69.28,74.79,-1.88,-3.63,48.62,51.37,-0.04,-2.71,16,0,3,6,1,1392.08,1274
6-Jan-16,1501.35,7,1470.7,75.75,80.16,0,-4.41,176.44,200.25,-12.54,-11.27,14,0,3,6,1,1555.56,1409
6-Jan-16,1551.08,8,1547.2,78.15,83.68,-0.93,-4.6,131.79,148.06,-7.3,-8.97,17,0,3,6,1,1568.5,1465
6-Jan-16,1553.39,9,1424,71.23,76.23,-0.2,-4.8,66.55,74.53,-3.4,-4.58,19,1,3,6,1,1571.13,1527
6-Jan-16,1538.74,10,1411.5,72.64,77.54,-0.02,-4.88,56.93,62.02,-1.15,-3.94,19,3,3,6,1,1569.04,1558
6-Jan-16,1531.57,11,1412,71.17,75.2,0,-4.03,44.34,47,0,-2.66,26,2,3,6,1,1568.54,1564
6-Jan-16,1488.14,12,1469.5,53.55,55.64,0,-2.09,40.92,43.18,0,-2.26,30,1,3,6,1,1549.41,1574
6-Jan-16,1460.35,13,1430.9,47.73,49.47,0,-1.74,36.05,37.82,0,-1.77,33,8,3,6,1,1500.93,1535
6-Jan-16,1469.12,14,1366.3,46.36,48.1,0,-1.74,37.45,39.09,0,-1.64,35,14,3,6,1,1519.23,1535
6-Jan-16,1469.79,15,1331.1,45.19,46.96,0,-1.77,38.85,40.45,0,-1.6,39,13,3,6,1,1505.02,1526
6-Jan-16,1475.3,16,1334.3,45.28,47,0,-1.72,33.39,34.71,0,-1.32,36,18,3,6,1,1510.59,1546
6-Jan-16,1566.31,17,1421.4,64.78,67.64,0,-2.86,54.63,57.18,-0.05,-2.5,40,4,3,6,1,1577.69,1629
6-Jan-16,1655.69,18,1501.2,88.78,94.53,-1.11,-4.64,91.88,99.39,-2.82,-4.69,38,0,3,6,1,1680.95,1641
6-Jan-16,1641.69,19,1489.9,75.93,80.02,0,-4.09,91.96,101.73,-4.54,-5.23,34,1,3,6,1,1664.31,1588
6-Jan-16,1582.4,20,1476.3,71,74.44,0,-3.44,82.31,90.31,-3.48,-4.52,34,0,3,6,1,1614.87,1547
6-Jan-16,1524.72,21,1409.9,56.71,59.36,0,-2.65,60.12,63.5,-0.4,-2.98,33,1,3,6,1,1555.33,1489
6-Jan-16,1420.25,22,1293.3,59.28,61.28,0,-2,49.5,51.73,-0.19,-2.04,32,0,3,6,1,1465.59,1409
6-Jan-16,1292.08,23,1147.1,50.75,51.77,0,-1.02,31.35,32.31,0,-0.96,31,1,3,6,1,1347.33,1286
6-Jan-16,1227.75,24,1064.6,46.98,47.37,0,-0.39,35.62,36.63,0,-1.01,30,2,3,6,1,1253.82,1201
7-Jan-16,1180.4,1,1120.9,41.49,42.54,0,-1.05,37.59,38.79,0,-1.2,29,2,4,7,1,1188.72,1125
7-Jan-16,1148.17,2,1075.9,40.5,41.75,0,-1.25,36.42,37.76,0,-1.34,27,2,4,7,1,1166.55,1090
7-Jan-16,1139.37,3,1027.5,39.26,40.48,0,-1.22,36.45,37.94,0,-1.49,21,5,4,7,1,1159.35,1072
7-Jan-16,1144.43,4,1033.5,37.58,38.8,0,-1.22,36.11,37.61,0,-1.5,20,5,4,7,1,1166.36,1071
7-Jan-16,1190.13,5,1076.7,40.62,41.75,0,-1.13,35.34,36.97,0,-1.63,18,6,4,7,1,1215.28,1085
7-Jan-16,1310.85,6,1187.5,47.9,49.43,0,-1.53,34.3,35.71,0,-1.41,14,6,4,7,1,1328.84,1158
7-Jan-16,1496.88,7,1349.8,85.55,87.97,0,-2.42,55.98,57.92,0,-1.94,16,7,4,7,1,1501.35,1293
7-Jan-16,1555.63,8,1515.4,71.06,72.56,0,-1.5,62.14,64.25,0,-2.11,14,7,4,7,1,1551.08,1380
7-Jan-16,1541.33,9,1474.5,57.03,58.16,0,-1.13,61.3,63.47,0,-2.17,14,6,4,7,1,1553.39,1430
7-Jan-16,1523.34,10,1456.1,52.33,53.37,0,-1.04,34.37,35.3,0,-0.93,21,9,4,7,1,1538.74,1463
7-Jan-16,1510.31,11,1471.2,41.63,42.13,0,-0.5,29.32,29.98,0,-0.66,30,12,4,7,1,1531.57,1472
7-Jan-16,1472.17,12,1456.9,37.12,37.76,0,-0.64,26.66,27.22,0,-0.56,34,9,4,7,1,1488.14,1465
7-Jan-16,1442.75,13,1405.5,32.63,33.2,0,-0.57,26.15,26.66,0,-0.51,36,10,4,7,1,1460.35,1428
7-Jan-16,1430.98,14,1327.7,33.76,34.44,0,-0.68,28.27,28.86,0,-0.59,37,12,4,7,1,1469.12,1402
7-Jan-16,1425.27,15,1308.6,32.39,33.14,0,-0.75,26.97,27.54,0,-0.57,38,11,4,7,1,1469.79,1391
7-Jan-16,1440.22,16,1301.9,36.12,36.89,0,-0.77,23.53,23.91,0,-0.38,38,12,4,7,1,1475.3,1432
7-Jan-16,1537.27,17,1418.3,41.48,41.95,0,-0.47,32.67,33.14,0,-0.47,36,14,4,7,1,1566.31,1528
7-Jan-16,1614.79,18,1481.1,68.5,69.61,0,-1.11,65.77,67.12,0,-1.35,32,14,4,7,1,1655.69,1557
7-Jan-16,1580.94,19,1494.1,61.47,62.3,0,-0.83,67.14,68.79,0,-1.65,28,15,4,7,1,1641.69,1500
7-Jan-16,1545.02,20,1438.2,45.97,46.56,0,-0.59,52.58,54,0,-1.42,27,16,4,7,1,1582.4,1411
7-Jan-16,1473.4,21,1382.3,52.13,52.79,0,-0.66,45.33,46.41,0,-1.08,23,15,4,7,1,1524.72,1351
7-Jan-16,1380.26,22,1263.5,42.36,42.35,0,0.01,34.13,34.85,0,-0.72,22,14,4,7,1,1420.25,1276
7-Jan-16,1272.72,23,1134.8,37.4,37.4,0,0,32.46,32.9,0,-0.44,23,16,4,7,1,1292.08,1221
7-Jan-16,1197.48,24,1022.3,40.36,40.06,0,0.3,18.51,18.7,0,-0.19,22,15,4,7,1,1227.75,1169
8-Jan-16,1143.01,1,1024.5,33.43,34.13,0,-0.7,25.88,26.37,0,-0.49,21,15,5,8,1,1180.4,1102.71
8-Jan-16,1116.6,2,992.8,32.56,33.36,0,-0.8,26.42,27.05,0,-0.63,21,14,5,8,1,1148.17,1056.04
8-Jan-16,1102.22,3,976.8,32.82,33.7,0,-0.88,16.25,16.67,0,-0.42,19,13,5,8,1,1139.37,1026.56
8-Jan-16,1113.69,4,972.2,33.29,34.14,0,-0.85,19.16,19.63,0,-0.47,18,12,5,8,1,1144.43,1015.98
8-Jan-16,1156.54,5,1019.6,33.1,33.87,0,-0.77,29.6,30.33,0,-0.73,18,12,5,8,1,1190.13,1018.52
8-Jan-16,1264.33,6,1148.1,36.44,36.75,0,-0.31,23.89,24.35,0,-0.46,20,13,5,8,1,1310.85,1058.35
8-Jan-16,1447.3,7,1376.1,53.32,53.27,0,0.05,29.32,29.74,0,-0.42,23,15,5,8,1,1496.88,1110.86
8-Jan-16,1519.77,8,1484.9,43.79,43.37,0,0.42,38.31,38.72,0,-0.41,20,14,5,8,1,1555.63,1168.63
8-Jan-16,1503.41,9,1443.8,35.06,35.15,0,-0.09,36.81,37.25,0,-0.44,20,15,5,8,1,1541.33,1235.29
8-Jan-16,1499.93,10,1443.1,36.95,37.27,0,-0.32,30.32,30.73,0,-0.41,28,20,5,8,1,1523.34,1308.08
8-Jan-16,1478.29,11,1437.6,35.45,35.66,0,-0.21,28.9,29.33,0,-0.43,32,23,5,8,1,1510.31,1359.45
8-Jan-16,1448.7,12,1392.6,30.24,30.67,0,-0.43,28.31,28.84,0,-0.53,33,24,5,8,1,1472.17,1371.26
8-Jan-16,1413.34,13,1366.7,30.71,31.15,0,-0.44,27.8,28.46,0,-0.66,36,28,5,8,1,1442.75,1364.03
8-Jan-16,1416.91,14,1297,29.66,30.11,0,-0.45,28.13,28.84,0,-0.71,36,29,5,8,1,1430.98,1352.68
8-Jan-16,1418.45,15,1284.5,28.28,28.72,0,-0.44,24.6,25.2,0,-0.6,37,29,5,8,1,1425.27,1343.91
8-Jan-16,1433.32,16,1293.6,29.89,30.3,0,-0.41,27.6,28.13,0,-0.53,39,32,5,8,1,1440.22,1371.25
8-Jan-16,1509.82,17,1399.1,34.62,34.9,0,-0.28,28.21,28.57,0,-0.36,38,31,5,8,1,1537.27,1461.32
8-Jan-16,1546.04,18,1458.8,54.96,55.5,0,-0.54,29.04,29.56,0,-0.52,38,31,5,8,1,1614.79,1517.88
8-Jan-16,1506.82,19,1449.4,40.89,41.39,0,-0.5,26.31,26.82,0,-0.51,37,32,5,8,1,1580.94,1480.54
8-Jan-16,1462.08,20,1375.1,31.86,32.35,0,-0.49,24.95,25.5,0,-0.55,37,31,5,8,1,1545.02,1437.53
8-Jan-16,1409.71,21,1306,35.82,36.11,0,-0.29,23.02,23.42,0,-0.4,37,31,5,8,1,1473.4,1379.3
8-Jan-16,1315.31,22,1199.1,37.1,37.01,0,0.09,19.13,19.38,0,-0.25,37,30,5,8,1,1380.26,1289.39
8-Jan-16,1216.15,23,1075,32.99,33.37,0,-0.38,20.22,20.52,0,-0.3,36,29,5,8,1,1272.72,1202.05
8-Jan-16,1154.48,24,991.4,28.45,28.37,0,0.08,10.65,10.8,0,-0.15,36,28,5,8,1,1197.48,1141
9-Jan-16,1070.3,1,973.7,21.13,21.54,0,-0.41,9.65,9.88,0,-0.23,35,27,6,9,1,1143.01,1075.2
9-Jan-16,1058.25,2,942.6,19.61,19.92,0,-0.31,18.52,18.98,0,-0.46,34,26,6,9,1,1116.6,1058.75
9-Jan-16,1039.33,3,921.6,18.36,18.44,0,-0.08,20.76,21.12,0,-0.36,33,25,6,9,1,1102.22,1043.31
9-Jan-16,1034,4,916.4,18.14,18.24,0,-0.1,13.58,13.77,0,-0.19,32,25,6,9,1,1113.69,1042.36
9-Jan-16,1047.66,5,943.2,15.8,15.83,0,-0.03,24.89,25.19,0,-0.3,32,25,6,9,1,1156.54,1035.19
9-Jan-16,1099.09,6,1008.1,18.63,18.79,0,-0.16,20.12,20.35,0,-0.23,31,26,6,9,1,1264.33,1082.48
9-Jan-16,1180.73,7,1113.9,21.52,21.56,0,-0.04,16.47,16.7,0,-0.23,31,26,6,9,1,1447.3,1174.26
9-Jan-16,1282.2,8,1180.9,22.05,22.19,0,-0.14,18.47,18.69,0,-0.22,31,29,6,9,1,1519.77,1243.56
9-Jan-16,1372.6,9,1294,25.53,25.72,0,-0.19,17.92,18.12,0,-0.2,31,29,6,9,1,1503.41,1329.57
9-Jan-16,1440,10,1333.7,28.61,28.75,0,-0.14,23.49,23.73,0,-0.24,31,29,6,9,1,1499.93,1389.6
